"申込日","決済日","銘柄コード","銘柄名","取引所区分名","上場区分","速報／確報","融資新規株数","融資返済株数","融資残高株数","貸株新規株数","貸株返済株数","貸株残高株数","差引残高株数","融資新規金額","融資返済金額","融資残高金額","貸株新規金額","貸株返済金額","貸株残高金額","差引残高金額","制度信用・買残高株数","制度信用・売残高株数","融資権利落額","貸株権利落額","合計・更新差金融資値上り","合計・更新差金融資値下り","合計・更新差金貸株値下り","合計・更新差金貸株値上り","総合回転日数","融資・新規回転日数","融資・返済回転日数","融資・残高回転日数","貸株・新規回転日数","貸株・返済回転日数","貸株・残高回転日数"
"2026/01/06","2026/01/08","1301","極洋","東証およびＰＴＳ",,"確報",0,100,2400,400,0,600,1800,0,494500,11868000,1978000,0,2967000,8901000,,,0,0,187500,0,0,15000,13.3,19.8,14.9,17,3.5,7,4.7
"2026/01/06","2026/01/08","1305","ｉＦＴＰＸ年１","東証およびＰＴＳ",,"確報",0,100,11060,0,220,9260,1800,0,375300,41508180,0,825660,34752780,6755400,,,0,0,747720,0,0,635160,41.5,38.7,24.9,30.3,184.9,46.2,74
"2026/01/06","2026/01/08","1306","ＮＦＴＯＰＩＸ","東証およびＰＴＳ",,"確報",100,0,13490,6260,3680,92250,-78760,371400,0,50101860,23249640,13667520,342616500,-292514640,,,0,0,856960,0,0,5738880,5.9,515.9,5.2,10.3,3.9,7.9,5.2
"2026/01/06","2026/01/08","1308","上場ＴＯＰＩＸ","東証およびＰＴＳ",,"確報",3383,0,8358,675,3562,20658,-12300,12415610,0,30673860,2477250,13072540,75814860,-45141000,,,0,0,313425,0,0,1483335,4.2,7.5,2.5,3.7,3,9.6,4.5
"2026/01/06","2026/01/08","1309","ＮＦ中国株上証５０","東証およびＰＴＳ",,"確報",0,0,1,0,0,0,1,0,0,56420,0,0,0,56420,,,0,0,820,0,0,0,0,0,0,0,0,0,0
"2026/01/06","2026/01/08","130A","ＶＩＳ","東証およびＰＴＳ",,"確報",1000,1200,17400,0,0,0,17400,479000,574800,8334600,0,0,0,8334600,,,0,0,70400,0,0,0,11.7,7.8,23.5,11.7,0,0,0
"2026/01/06","2026/01/08","1311","ＮＦＴＰＸ３０","東証およびＰＴＳ",,"確報",0,0,2320,0,0,108,2212,0,0,4350000,0,0,202500,4147500,,,0,0,97440,0,0,4536,46.3,36.3,0,72.5,4.4,4.4,4.4
"2026/01/06","2026/01/08","1319","ＮＦ日経３００","東証およびＰＴＳ",,"確報",1000,0,1000,0,0,0,1000,655000,0,655000,0,0,0,655000,,,0,0,0,0,0,0,2,1,0,2,0,0,0
"2026/01/06","2026/01/08","1320","ｉＦ２２５年１","東証およびＰＴＳ",,"確報",0,0,1556,1233,122,16777,-15221,0,0,84490800,66951900,6624600,910991100,-826500300,,,0,0,886920,0,0,8929620,14.2,0,649.3,1298.7,9,22.6,12.8
"2026/01/06","2026/01/08","1321","ＮＦ日経２２５","東証およびＰＴＳ",,"確報",4128,25,6738,5101,598,117276,-110538,225058560,1363000,367355760,278106520,32602960,6393887520,-6026531760,,,0,0,1660050,0,0,71046990,14.4,5.9,5,5.4,10.2,43.3,16.5
"2026/01/06","2026/01/08","1322","上場パンタ","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,2,0,1,2,0,0,0
"2026/01/06","2026/01/08","1325","ＮＦブラジル株","東証およびＰＴＳ",,"確報",0,70,290,10,0,10,280,0,18340,75980,2620,0,2620,73360,,,0,0,1620,0,0,0,8.4,21.8,11.5,15.1,1,0.1,0.1
"2026/01/06","2026/01/08","1326","ＳＰＤＲゴール","東証およびＰＴＳ",,"確報",18,0,966,0,0,0,966,1154340,0,61949580,0,0,0,61949580,,,0,0,199080,0,0,0,15.7,8.9,66.6,15.7,0,0,0
"2026/01/06","2026/01/08","1328","ＮＦ金価格","東証およびＰＴＳ",,"確報",1099,516,12515,0,0,100,12415,18298350,8591400,208374750,0,0,1665000,206709750,,,0,0,1372180,0,0,11500,13.5,11.1,17.5,13.6,3,0,6
"2026/01/06","2026/01/08","1329","ｉＳ２２５","東証およびＰＴＳ",,"確報",20824,0,37056,0,4684,49202,-12146,113803160,0,202511040,0,25598060,268888930,-66377890,,,0,0,957688,0,0,3179274,5.1,4.5,6.2,5.2,4,7,5.1
"2026/01/06","2026/01/08","1330","上場２２５","東証およびＰＴＳ",,"確報",0,0,1070,1360,270,13127,-12057,0,0,58357800,74174400,14725800,715946580,-657588780,,,0,0,620600,0,0,6981460,12.9,0,11.6,23.1,7.5,32.9,12.2
"2026/01/06","2026/01/08","1332","ニッスイ","東証およびＰＴＳ",,"確報",3600,0,15200,0,0,2300,12900,4172400,0,17616800,0,0,2665700,14951100,,,0,0,220400,0,0,43700,12.6,13.2,20.7,16.2,18.6,5,7.8
"2026/01/06","2026/01/08","1333","マルハニチロ","東証およびＰＴＳ",,"確報",300,5000,9300,100,2900,7800,1500,399450,6657500,12382950,133150,3861350,10385700,1997250,,,0,0,336000,0,0,254400,4.3,8.4,2.6,3.9,5.8,4.6,5.1
"2026/01/06","2026/01/08","133A","ＧＸ超短期米国債","東証およびＰＴＳ",,"確報",0,0,709,0,0,0,709,0,0,749413,0,0,0,749413,,,0,0,0,3545,0,0,72.2,0,36.1,72.2,0,0,0
"2026/01/06","2026/01/08","1343","ＮＦＪ－ＲＥＩＴ","東証およびＰＴＳ",,"確報",0,2000,71220,0,0,32400,38820,0,4394000,156470340,0,0,71182800,85287540,,,0,0,1098300,0,0,486000,19.1,150.4,7.9,15,141.2,338.3,199.3
"2026/01/06","2026/01/08","1345","上場Ｊリート","東証およびＰＴＳ",,"確報",0,300,1200,61400,0,62100,-60900,0,620400,2481600,126975200,0,128422800,-125941200,,,0,0,21000,0,0,9800,2.2,24.7,14.8,18.5,1,125.6,2
"2026/01/06","2026/01/08","1346","ＭＸＳ２２５","東証およびＰＴＳ",,"確報",25,0,1581,2532,15,6735,-5154,1365750,0,86370030,138323160,819450,367933050,-281563020,,,0,0,1120320,0,0,3036960,7.1,321,70.4,115.5,3.7,8.9,5.2
"2026/01/06","2026/01/08","1348","ＭＸＳトピクス","東証およびＰＴＳ",,"確報",1,0,4831,10907,758,15731,-10900,3708,0,17913348,40443156,2810664,58330548,-40417200,,,0,0,347760,0,0,401904,6.2,9999.9,0,9999.9,1.8,18.5,3.3
"2026/01/06","2026/01/08","1349","アジア債券","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026/01/06","2026/01/08","1356","ＴＰダブルインバース","東証およびＰＴＳ",,"確報",7020,29050,205160,2530,0,28310,176850,1111266,4598615,32476828,400499,0,4481473,27995355,,,0,0,0,1294983,146946,0,9.6,7.9,11.8,9.4,6.6,44.2,11.5
"2026/01/06","2026/01/08","1357","ＮＦ日経ダブインバ","東証およびＰＴＳ",,"確報",24663,380,824516,25044,10771,257862,566654,132070365,2034900,4415283180,134110620,57678705,1380851010,3034432170,,,0,0,0,107231222,32640926,0,23.4,17.9,43,25.3,15.2,25.5,19.1
"2026/01/06","2026/01/08","1358","上場日経２倍","東証およびＰＴＳ",,"確報",247,0,249,429,1246,4320,-4071,21950890,0,22128630,38125230,110732020,383918400,-361789770,,,0,0,4580,0,0,11763730,4.7,4,1.5,2.2,4.6,8.6,6
"2026/01/06","2026/01/08","135A","ＶＲＡＩＮ","東証およびＰＴＳ",,"確報",3500,3700,54300,0,200,54300,0,10902500,11525500,169144500,0,623000,169144500,0,,,0,0,0,2725000,2725000,0,59.9,32.9,49,39.3,77,336.9,125.3
"2026/01/06","2026/01/08","1360","ダブルインバース日経","東証およびＰＴＳ",,"確報",1696850,29480,7716080,0,10,0,7716080,223305460,3879568,1015436128,0,1316,0,1015436128,,,0,0,0,20565614,34,0,13.4,8.3,34.2,13.4,3,3,3
"2026/01/06","2026/01/08","1364","ｉＳＪＰＸ日経４００","東証およびＰＴＳ",,"確報",0,0,12,0,0,12,0,0,0,39456,0,0,39456,0,,,0,0,648,0,0,648,0,0,0,0,0,0,0
"2026/01/06","2026/01/08","1365","ｉＦ２２５ダブル","東証およびＰＴＳ",,"確報",288,0,561,587,1453,4904,-4343,20678400,0,40279800,42146600,104325400,352107200,-311827400,,,0,0,472290,0,0,9982100,5.2,3.2,2.7,2.9,5,6.8,5.8
"2026/01/06","2026/01/08","1366","ｉＦ２２５Ｗベア","東証およびＰＴＳ",,"確報",251401,0,932214,0,0,0,932214,33939135,0,125848890,0,0,0,125848890,,,0,0,0,2042439,0,0,9.3,5.1,49.8,9.3,0,0,0
"2026/01/06","2026/01/08","1367","ｉＦＴＰＸダブル","東証およびＰＴＳ",,"確報",77,2,764,75,0,764,0,4563020,118520,45274640,4444500,0,45274640,0,,,0,0,1336660,0,0,1336660,9.7,6.1,8.1,6.9,12.2,24.8,16.4
"2026/01/06","2026/01/08","1368","ｉＦＴＰＸＷベア","東証およびＰＴＳ",,"確報",0,130,2000,0,3,72,1928,0,30160,464000,0,696,16704,447296,,,0,0,0,10650,375,0,20.5,1556.3,42.4,82.5,65.6,3.2,6.1
"2026/01/06","2026/01/08","1369","Ｏｎｅ・日経２２５","東証およびＰＴＳ",,"確報",0,0,0,3330,0,4106,-4106,0,0,0,176756400,0,217946480,-217946480,,,0,0,0,0,0,597520,3,0,0,0,1.5,825.9,3
"2026/01/06","2026/01/08","1375","ユキグニファクトリー","東証およびＰＴＳ",,"確報",0,0,700,0,0,0,700,0,0,737100,0,0,0,737100,,,0,0,4200,0,0,0,10.4,0,5.2,10.4,0,0,0
"2026/01/06","2026/01/08","1376","カネコ種苗","東証およびＰＴＳ",,"確報",0,0,1300,0,0,0,1300,0,0,2132000,0,0,0,2132000,,,0,0,0,2600,0,0,17,8.5,0,17,0,0,0
"2026/01/06","2026/01/08","1377","サカタのタネ","東証およびＰＴＳ",,"確報",1700,1700,16400,100,100,16400,0,7480000,7480000,72160000,440000,440000,72160000,0,,,0,0,1312000,0,0,1312000,27.1,13.8,39.9,20.5,20.5,759,39.9
"2026/01/06","2026/01/08","1379","ホクト","東証およびＰＴＳ",,"確報",0,0,200,0,100,0,200,0,0,404800,0,202400,0,404800,,,0,0,1400,0,0,700,4.6,0,10,20,2,2,2
"2026/01/06","2026/01/08","137A","Ｃｏｃｏｌｉｖｅ","東証およびＰＴＳ",,"確報",1200,0,2800,0,0,0,2800,1221600,0,2850400,0,0,0,2850400,,,0,0,0,41600,0,0,11.6,6.2,87,11.6,0,0,0
"2026/01/06","2026/01/08","1380","秋川牧園","東証およびＰＴＳ",,"確報",300,0,700,0,0,0,700,301500,0,703500,0,0,0,703500,,,0,0,0,2000,0,0,9.6,6,24,9.6,0,0,0
"2026/01/06","2026/01/08","1381","アクシーズ","東証およびＰＴＳ",,"確報",0,500,2000,0,0,0,2000,0,2080000,8320000,0,0,0,8320000,,,0,0,0,12500,0,0,39.3,118,23.6,39.3,0,0,0
"2026/01/06","2026/01/08","1382","ホーブ","東証およびＰＴＳ",,"確報",0,0,2800,0,0,0,2800,0,0,5054000,0,0,0,5054000,,,0,0,28000,0,0,0,11,11.5,10.6,11,0,0,0
"2026/01/06","2026/01/08","1383","ベルグアース","東証およびＰＴＳ",,"確報",0,100,2400,0,0,0,2400,0,321000,7704000,0,0,0,7704000,,,0,0,0,0,0,0,38.7,29,58,38.7,0,0,0
"2026/01/06","2026/01/08","1384","ホクリヨウ","東証およびＰＴＳ",,"確報",0,0,18500,0,0,0,18500,0,0,56702500,0,0,0,56702500,,,0,0,0,185000,0,0,49.8,37.9,72.7,49.8,0,0,0
"2026/01/06","2026/01/08","138A","光フードサービス","東証およびＰＴＳ",,"確報",0,0,300,0,0,0,300,0,0,822900,0,0,0,822900,,,0,0,12000,0,0,0,30,15,0,30,0,0,0
"2026/01/06","2026/01/08","1397","ＳＭＤＡＭ　２２５","東証およびＰＴＳ",,"確報",0,0,0,0,0,11,-11,0,0,0,0,0,583440,-583440,,,0,0,0,0,0,6930,7.5,0,0,0,7.9,7.1,7.5
"2026/01/06","2026/01/08","1398","ＳＭＤＡＭ　Ｊリート","東証およびＰＴＳ",,"確報",0,140,90,0,10,210,-120,0,291760,187560,0,20840,437640,-250080,,,0,0,3105,0,0,2970,6.6,3,3,3,107,107,107
"2026/01/06","2026/01/08","1399","上場高配当低ボラ","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026/01/06","2026/01/08","1401","エムビーエス","東証およびＰＴＳ",,"確報",0,300,3300,0,0,0,3300,0,408300,4491300,0,0,0,4491300,,,0,0,57600,0,0,0,50,87.5,35,50,0,0,0
"2026/01/06","2026/01/08","1407","ウエストＨＤ","東証およびＰＴＳ",,"確報",600,5300,43700,200,600,2200,41500,935400,8262700,68128300,311800,935400,3429800,64698500,,,0,0,0,774400,41600,0,19.2,27.3,15.6,19.9,10.1,12.3,11.1
"2026/01/06","2026/01/08","140A","ｉＦ米１０国債ベア","東証およびＰＴＳ",,"確報",1,0,1,0,25,0,1,1953,0,1953,0,48825,0,1953,,,0,0,0,0,50,0,1,1,0,2,1,1,1
"2026/01/06","2026/01/08","1414","ショーボンドＨＤ","東証およびＰＴＳ",,"確報",1400,100,76300,0,58500,15300,61000,1889300,134950,102966850,0,78945750,20647350,82319500,,,0,0,2137500,0,0,2103300,3.1,6.9,3.6,4.7,2.5,1.2,1.6
"2026/01/06","2026/01/08","1417","ミライト・ワン","東証およびＰＴＳ",,"確報",0,1000,10800,4500,0,9300,1500,0,3629000,39193200,16330500,0,33749700,5443500,,,0,0,1038400,0,0,422400,10.5,12.6,12.4,12.5,5.7,12.4,7.8
