貸借取引対象銘柄一覧,20251219,,,,,,,,,
貸借申込日,コード,銘柄名,貸借銘柄区分（東証）,貸借銘柄区分（ＣＸＪ）,貸借銘柄区分（ＪＮＸ）,貸借銘柄区分（ＯＤＸ）,貸借銘柄区分（ＪＡＸ）,貸借銘柄区分（名証）,貸借銘柄区分（福証）,貸借銘柄区分（札証）
20251222,3093,トレジャーファクトリ,1,1,1,1,1,0,0,0
20251222,3096,オーシャンシステム,2,2,2,2,2,0,0,0
20251222,3097,物語コーポレーション,1,1,1,1,1,0,0,0
20251222,3099,三越伊勢丹ホールディ,1,1,1,1,1,0,0,0
20251222,3101,東洋紡,1,1,1,1,1,0,0,0
20251222,3103,ユニチカ,1,1,1,1,1,0,0,0
20251222,3104,富士紡ＨＤ,1,1,1,1,1,0,0,0
20251222,3105,日清紡ＨＤ,1,1,1,1,1,0,0,0
20251222,3106,倉敷紡績,1,1,1,1,1,0,0,0
20251222,3107,ダイワボウＨＤ,1,1,1,1,1,0,0,0
20251222,3109,シキボウ,1,2,2,2,2,0,0,0
20251222,3110,日東紡績,1,1,1,1,1,0,0,0
20251222,3111,オーミケンシ,2,2,2,2,2,0,0,0
20251222,3113,ＵＮＩＶＡ・Ｏａｋ,2,2,2,2,2,0,0,0
20251222,3116,トヨタ紡織,1,1,1,1,1,1,0,0
20251222,3121,マーチャントバンカズ,1,2,2,2,2,0,0,0
20251222,3123,サイボー,2,2,2,2,2,0,0,0
20251222,3131,シンデンハイテク,2,2,2,2,2,0,0,0
20251222,3132,マクニカＨＤ,1,1,1,1,1,0,0,0
20251222,3133,海帆,2,2,2,2,2,0,0,0
20251222,3134,Ｈａｍｅｅ,1,2,2,2,2,0,0,0
20251222,3135,マーケットエンター,2,2,2,2,2,0,0,0
20251222,3137,ファンデリー,1,2,2,2,2,0,0,0
20251222,3138,富士山マガジン,2,2,2,2,2,2,0,0
20251222,3139,ラクト・ジャパン,1,2,2,2,2,0,0,0
20251222,313A,ｉＳＳＰ５００Ｔ２０,1,2,2,2,2,0,0,0
20251222,3140,ＢＲＵＮＯ,1,2,2,2,2,0,0,0
20251222,3143,オーウイル,2,2,2,2,2,0,0,0
20251222,3148,クリエイトＳＤＨＤ,1,1,1,1,1,0,0,0
20251222,314A,ｉＳゴールド,1,2,2,2,2,0,0,0
20251222,3150,グリムス,1,1,1,1,1,0,0,0
20251222,3151,バイタルＫＳＫＨＤ,1,1,1,1,1,0,0,0
20251222,3153,八洲電機,2,2,2,2,2,0,0,0
20251222,3154,メディアスＨＤ,1,2,2,2,2,0,0,0
20251222,3156,レスター,1,1,1,1,1,0,0,0
20251222,3157,ジオリーブグループ,2,2,2,2,2,0,0,0
20251222,3159,丸善ＣＨＩＨＤ,1,1,1,1,1,0,0,0
20251222,315A,ＧＸ銀行高配当日株,1,2,2,2,2,0,0,0
20251222,3160,大光,1,2,2,2,2,0,0,0
20251222,3161,アゼアス,2,2,2,2,2,0,0,0
20251222,3166,ＯＣＨＩＨＤ,1,2,2,2,2,0,1,0
20251222,3167,ＴＯＫＡＩ　ＨＤ,1,1,1,1,1,0,0,0
20251222,3168,ＭＥＲＦ,1,2,2,2,2,0,0,0
20251222,3169,ミサワ,2,2,2,2,2,0,0,0
20251222,316A,ｉＦＦＡＮＧ＋,1,2,2,2,2,0,0,0
20251222,3172,ティーライフ,1,2,2,2,2,0,0,0
20251222,3173,Ｃｏｍｉｎｉｘ,2,2,2,2,2,0,0,0
20251222,3174,ハピネスアンドディ,2,2,2,2,2,0,0,0
20251222,3176,三洋貿易,1,1,1,1,1,0,0,0
20251222,3177,ありがとうサービス,2,2,2,2,2,0,0,0
20251222,3178,チムニー,1,2,2,2,2,0,0,0
20251222,3179,シュッピン,1,2,2,2,2,0,0,0
20251222,3180,ビューティガレージ,1,2,2,2,2,0,0,0
20251222,3181,買取王国,2,2,2,2,2,0,0,0
20251222,3182,オイラ大地,1,1,1,1,1,0,0,0
20251222,3183,ウイン・パートナーズ,1,1,1,1,1,0,0,0
20251222,3184,ＩＣＤＡ　ＨＤ,2,2,2,2,2,2,0,0
20251222,3185,夢展望,2,2,2,2,2,0,0,0
20251222,3186,ネクステージ,1,1,1,1,1,1,0,0
20251222,3187,ミラタップ,1,2,2,2,2,0,0,0
20251222,3189,ＡＮＡＰ,2,0,2,2,2,0,0,0
20251222,318A,ＶＩＸ先物ＥＴＦ,1,2,2,2,2,0,0,0
20251222,3190,ホットマン,2,2,2,2,2,0,0,0
20251222,3191,ジョイフル本田,1,1,1,1,1,0,0,0
20251222,3192,白鳩,2,2,2,2,2,0,0,0
20251222,3193,エターナルホスピＧ,1,1,1,1,1,0,0,0
20251222,3195,ジェネレーションパス,1,2,2,2,2,0,0,0
20251222,3196,ホットランドＨＤ,1,2,2,2,2,0,0,0
20251222,3197,すかいらーくＨＤ,1,1,1,1,1,0,0,0
20251222,3198,ＳＦＰ,2,2,2,2,2,0,0,0
20251222,3199,綿半ホールディングス,1,2,2,2,2,0,0,0
20251222,319A,技術承継機構,2,2,2,2,2,0,0,0
20251222,3201,日本毛織,1,1,1,1,1,0,0,0
20251222,3202,ダイトウボウ,2,2,2,2,2,2,0,0
20251222,3204,トーア紡コーポ,1,2,2,2,2,0,0,0
20251222,3205,ダイドーリミテッド,1,2,2,2,2,1,0,0
20251222,3221,ヨシックスＨＤ,1,2,2,2,2,1,0,0
20251222,3222,Ｕ．Ｓ．Ｍ．Ｈ,1,1,1,1,1,0,0,0
20251222,3223,エスエルディー,2,2,2,2,2,0,0,0
20251222,3224,ゼネラル・オイスター,2,2,2,2,2,0,0,0
20251222,3226,Ｒ－三井不アコモ,1,1,1,1,1,0,0,0
20251222,3231,野村不動産ＨＤ,1,1,1,1,1,0,0,0
20251222,3232,三重交通グループＨＤ,1,1,1,1,1,1,0,0
20251222,3234,Ｒ－森ヒルズ,1,1,1,1,1,0,0,0
20251222,3236,プロパスト,2,2,2,2,2,0,0,0
20251222,3237,イントランス,2,2,2,2,2,0,0,0
20251222,3238,セントラル総合開発,2,2,2,2,2,0,0,0
20251222,323A,フライヤー,2,2,2,2,2,0,0,0
20251222,3241,ウィル,1,2,2,2,2,0,0,0
20251222,3242,アーバネット,1,2,2,2,2,0,0,0
20251222,3245,ディア・ライフ,1,1,1,1,1,0,0,0
20251222,3246,コーセーアールイー,2,2,2,2,2,0,2,0
20251222,3248,アールエイジ,2,2,2,2,2,0,0,0
20251222,3249,Ｒ－産業ファ,1,1,1,1,1,0,0,0
20251222,324A,ブッキングリゾート,2,2,2,2,2,0,0,0
20251222,3252,地主,1,1,1,1,1,0,0,0
20251222,325A,ＴＥＮＴＩＡＬ,1,2,2,2,2,0,0,0
20251222,3261,グランディーズ,2,2,2,2,2,0,2,0
20251222,3266,ファンドクリエＧ,2,2,2,2,2,0,0,0
20251222,3267,フィル・カンパニー,2,2,2,2,2,0,0,0
20251222,3269,Ｒ－ＡＤＲ,1,1,1,1,1,0,0,0
20251222,3271,ＴＨＥグローバル社,1,2,2,2,2,0,0,0
20251222,3276,ＪＰＭＣ,1,2,2,2,2,0,0,0
20251222,3277,サンセイランディック,1,2,2,2,2,0,0,0
20251222,3279,アクティビア・プロパ,1,1,1,1,1,0,0,0
20251222,3280,エストラスト,1,2,2,2,2,0,1,0
20251222,3281,ＧＬＰ投法人投資証券,1,1,1,1,1,0,0,0
20251222,3282,コンフォリアレジデン,1,1,1,1,1,0,0,0
20251222,3283,日本プロロジスリート,1,1,1,1,1,0,0,0
20251222,3284,フージャースＨＤ,1,1,1,1,1,0,0,0
20251222,3286,トラストホールディン,2,2,2,2,2,0,2,0
20251222,3287,星野リゾート・リート,1,1,1,1,1,0,0,0
20251222,3288,オープンハウスＧ,1,1,1,1,1,0,0,0
20251222,3289,東急不動産ＨＤ,1,1,1,1,1,0,0,0
20251222,328A,ＧＸ価格パワー日株,1,2,2,2,2,0,0,0
20251222,3290,Ｒ－Ｏｎｅリート,1,1,1,1,1,0,0,0
20251222,3291,飯田グループＨＤ,1,1,1,1,1,0,0,0
20251222,3292,イオンリート投資法人,1,1,1,1,1,0,0,0
20251222,3293,アズマハウス,2,2,2,2,2,0,0,0
20251222,3294,イーグランド,1,2,2,2,2,0,0,0
20251222,3295,ヒューリックリート,1,1,1,1,1,0,0,0
20251222,3296,Ｒ－日本リート,1,1,1,1,1,0,0,0
20251222,3297,東武住販,2,2,2,2,2,0,2,0
20251222,3299,ムゲンエステート,1,2,2,2,2,0,0,0
20251222,3300,アンビションＤＸ,2,2,2,2,2,0,0,0
20251222,3302,帝国繊維,1,1,1,1,1,0,0,0
20251222,3306,日本製麻,2,2,2,2,2,0,0,0
20251222,3309,積水ハウスリート,1,1,1,1,1,0,0,0
20251222,330A,ＴａｌｅｎｔＸ,2,2,2,2,2,0,0,0
20251222,3315,日本コークス工業,1,1,1,1,1,0,0,0
20251222,3317,フライングガーデン,2,2,2,2,2,0,0,0
20251222,331A,メディックス,2,2,2,2,2,0,0,0
20251222,3320,クロスプラス,1,2,2,2,2,1,0,0
20251222,3321,ミタチ産業,1,2,2,2,2,1,0,0
20251222,3323,レカム,2,2,2,2,2,0,0,0
20251222,3326,ランシステム,2,2,2,2,2,0,0,0
20251222,3329,東和フードサービス,1,2,2,2,2,0,0,0
20251222,332A,ミーク,2,2,2,2,2,0,0,0
20251222,3333,あさひ,1,1,1,1,1,0,0,0
20251222,3349,コスモス薬品,1,1,1,1,1,0,0,0
20251222,334A,ＶＰＪ,2,2,2,2,2,0,0,0
20251222,3350,メタプラネット,2,2,2,2,2,0,0,0
20251222,3352,バッファロー,2,2,2,2,2,0,0,0
20251222,3353,メディ一光Ｇ,2,2,2,2,2,0,0,0
20251222,3355,クリヤマＨＤ,2,2,2,2,2,0,0,0
20251222,3358,ワイエスフード,2,2,2,2,2,0,0,0
20251222,3359,ｃｏｔｔａ,1,2,2,2,2,0,1,0
20251222,335A,ミライロ,2,2,2,2,2,0,0,0
20251222,3360,シップヘルスケアＨＤ,1,1,1,1,1,0,0,0
20251222,3361,トーエル,2,2,2,2,2,0,0,0
20251222,336A,ダイナミクマップ,2,2,2,2,2,0,0,0
20251222,3370,フジタコーポ,2,2,2,2,2,0,0,0
20251222,3371,ソフトクリエイトＨＤ,1,1,1,1,1,0,0,0
20251222,3372,関門海,1,2,2,2,2,0,0,0
20251222,3374,内外テック,1,2,2,2,2,0,0,0
20251222,3375,ＺＯＡ,2,2,2,2,2,0,0,0
20251222,3377,バイク王＆カンパニー,1,2,2,2,2,0,0,0
20251222,3382,セブン＆アイＨＤ,1,1,1,1,1,0,0,0
20251222,3384,アークコア,0,0,0,0,0,2,0,0
20251222,3386,コスモ・バイオ,1,2,2,2,2,0,0,0
20251222,3387,クリエイトレストラン,1,1,1,1,1,0,0,0
20251222,3388,明治電機工業,1,2,2,2,2,0,0,0
20251222,338A,ＺｅｎｍｕＴｅｃｈ,2,2,2,2,2,0,0,0
20251222,3391,ツルハＨＤ,1,1,1,1,1,0,0,0
20251222,3392,デリカフーズＨＤ,2,2,2,2,2,0,0,0
20251222,3393,スターティアＨＤ,1,2,2,2,2,0,0,0
20251222,3395,サンマルクＨＤ,1,1,1,1,1,0,0,0
20251222,3396,フェリシモ,2,2,2,2,2,0,0,0
20251222,3397,トリドールＨＤ,1,1,1,1,1,0,0,0
20251222,3399,丸千代山岡家,1,2,2,2,2,0,0,0
20251222,339A,プログレス,2,2,2,2,2,0,0,0
20251222,3401,帝人,1,1,1,1,1,0,0,0
20251222,3402,東レ,1,1,1,1,1,0,0,0
20251222,3405,クラレ,1,1,1,1,1,0,0,0
20251222,3407,旭化成,1,1,1,1,1,0,0,0
20251222,3409,北紡,2,2,2,2,2,0,0,0
20251222,340A,ジグザグ,2,2,2,2,2,0,0,0
20251222,3415,ＴＯＫＹＯ　ＢＡＳＥ,1,1,1,1,1,0,0,0
20251222,3416,ピクスタ,2,2,2,2,2,0,0,0
20251222,3417,大木ヘルスケア,2,2,2,2,2,0,0,0
20251222,3418,バルニバービ,2,2,2,2,2,0,0,0
20251222,341A,トヨコー,2,2,2,2,2,0,0,0
20251222,3420,ケー・エフ・シー,2,2,2,2,2,0,0,0
20251222,3421,稲葉製作所,2,2,2,2,2,0,0,0
20251222,3422,Ｊ－ＭＡＸ,1,2,2,2,2,1,0,0
20251222,3423,エスイー,1,2,2,2,2,0,0,0
20251222,3426,アトムリビンテック,2,2,2,2,2,0,0,0
20251222,3431,宮地エンジニアリング,1,1,1,1,1,0,0,0
20251222,3433,トーカロ,1,1,1,1,1,0,0,0
20251222,3434,アルファＣｏ,2,2,2,2,2,0,0,0
20251222,3435,サンコーテクノ,2,2,2,2,2,0,0,0
20251222,3436,ＳＵＭＣＯ,1,1,1,1,1,0,0,0
20251222,3437,特殊電極,2,2,2,2,2,0,0,0
20251222,3439,三ツ知,2,2,2,2,2,2,0,0
20251222,343A,ＩＡＣＥトラベル,2,2,2,2,2,0,0,0
20251222,3440,日創グループ,2,2,2,2,2,0,2,0
20251222,3441,山王,2,2,2,2,2,0,0,0
20251222,3442,ＭＩＥコーポ,0,0,0,0,0,2,0,0
20251222,3443,川田テクノロジーズ,1,1,1,1,1,0,0,0
20251222,3444,菊池製作所,1,2,2,2,2,0,0,0
20251222,3445,ＲＳＴＥＣＨ,1,1,1,1,1,0,0,0
20251222,3446,ＪＴＥＣＣＯＲＰ,1,2,2,2,2,0,0,0
20251222,3447,信和,2,2,2,2,2,2,0,0
20251222,3449,テクノフレックス,1,2,2,2,2,0,0,0
20251222,3451,Ｒ－トーセイ・リート,2,2,2,2,2,0,0,0
20251222,3452,ビーロット,1,2,2,2,2,0,0,0
20251222,3454,ファーストブラザーズ,1,2,2,2,2,0,0,0
20251222,3455,ＨＣＭ,1,1,1,1,1,0,0,0
20251222,3457,Ａｎｄ　Ｄｏ　ＨＬＤ,1,1,1,1,1,0,0,0
20251222,3459,サムティレジ,1,1,1,1,1,0,0,0
20251222,345A,高配当成長ＥＴＮ,2,2,0,0,0,0,0,0
20251222,3461,パルマ,2,2,2,2,2,2,0,0
20251222,3462,野村不動産マスターＦ,1,1,1,1,1,0,0,0
20251222,3463,いちごホテルリート,2,2,2,2,2,0,0,0
20251222,3465,ケイアイスター不動産,1,1,1,1,1,0,0,0
20251222,3466,ラサールロジ投資法人,1,1,1,1,1,0,0,0
20251222,3467,アグレ都市デザイン,2,2,2,2,2,0,0,0
20251222,3468,スターアジア投資法人,1,1,1,1,1,0,0,0
20251222,3469,デュアルタップ,2,2,2,2,2,2,0,0
20251222,346A,Ｓ＆Ｐ５００半導体,1,2,2,2,2,0,0,0
20251222,3470,マリモ地方創生リート,2,2,2,2,2,0,0,0
20251222,3471,三井不ロジパーク,1,1,1,1,1,0,0,0
20251222,3472,Ｒ－日本ホテル＆レジ,2,2,2,2,2,0,0,0
20251222,3474,Ｇ－ＦＡＣＴＯＲＹ,2,2,2,2,2,0,0,0
20251222,3475,グッドコムアセット,1,2,2,2,2,0,1,0
20251222,3476,投資法人みらい,1,1,1,1,1,0,0,0
20251222,3477,フォーライフ,2,2,2,2,2,0,0,0
20251222,3479,ティーケーピー,1,1,1,1,1,0,0,0
20251222,3480,ジェイ・エス・ビー,1,1,1,1,1,0,0,0
20251222,3481,Ｒ－三菱地所物流,1,1,1,1,1,0,0,0
20251222,3482,ロードスター,1,1,1,1,1,0,0,0
20251222,3484,イノベーションＨＤ,1,2,2,2,2,0,0,0
20251222,3486,グローバルリンクＭ,1,2,2,2,2,0,0,0
20251222,3487,Ｒ－ＣＲＥロジ,1,1,1,1,1,0,0,0
20251222,3488,Ｒ－セントラル,2,2,2,2,2,0,0,0
20251222,3489,フェイスネットワーク,1,2,2,2,2,0,0,0
20251222,348A,ＭＸＳ読売３３３日株,1,2,2,2,2,0,0,0
20251222,3490,アズ企画設計,2,2,2,2,2,0,0,0
20251222,3491,ＧＡ　ＴＥＣＨ,2,2,2,2,2,0,0,0
20251222,3492,Ｒ－ＭＩＲＡＲＴＨ,1,1,1,1,1,0,0,0
20251222,3494,マリオン,2,2,2,2,2,2,2,0
20251222,3495,香陵住販,2,2,2,2,2,0,0,0
20251222,3496,アズーム,2,2,2,2,2,0,0,0
20251222,3498,霞ヶ関キャピタル,1,1,1,1,1,0,0,0
20251222,349A,ＳＭＤＡＭ日本グロ株,1,2,2,2,2,0,0,0
20251222,3501,ＳＵＭＩＮＯＥ,1,2,2,2,2,0,0,0
20251222,3504,丸八ホールディングス,0,0,0,0,0,2,0,0
20251222,350A,デジタルグリッド,2,2,2,2,2,0,0,0
20251222,3512,日本フエルト,2,2,2,2,2,0,0,0
20251222,3513,イチカワ,2,2,2,2,2,0,0,0
20251222,3521,テルマー湯ＨＤ,1,2,2,2,2,0,0,0
20251222,3524,日東製網,2,2,2,2,2,1,0,0
20251222,3526,芦森工業,1,2,2,2,2,0,0,0
20251222,3529,アツギ,1,2,2,2,2,0,0,0
20251222,352A,ＬＯＩＶＥ,2,2,2,2,2,0,0,0
20251222,3536,アクサスＨＤ,2,2,2,2,2,0,0,0
20251222,3537,昭栄薬品,2,2,2,2,2,0,0,0
20251222,3538,ウイルプラスＨＤ,1,2,2,2,2,0,0,0
20251222,3539,ＪＭホールディングス,1,1,1,1,1,0,0,0
20251222,3541,農業総合研究所,1,2,2,2,2,0,0,0
20251222,3542,ベガコーポレーション,1,2,2,2,2,0,0,0
20251222,3543,コメダＨＤ,1,1,1,1,1,1,0,0
20251222,3544,サツドラＨＤ,1,2,2,2,2,0,0,1
20251222,3546,アレンザＨＤ,1,2,2,2,2,0,0,0
20251222,3547,串カツ田中,1,2,2,2,2,0,0,0
20251222,3548,バロック,1,2,2,2,2,0,0,0
20251222,3549,クスリのアオキＨＤ,1,1,1,1,1,0,0,0
20251222,354A,ｉＦ高配当５０,1,2,2,2,2,0,0,0
20251222,3550,スタジオアタオ,2,2,2,2,2,0,0,0
20251222,3551,ダイニック,2,2,2,2,2,0,0,0
20251222,3553,共和レザー,1,2,2,2,2,0,0,0
20251222,3556,リネットジャパングル,2,2,2,2,2,2,0,0
20251222,3557,Ｕ＆Ｃ,2,2,2,2,2,0,0,0
20251222,3558,ジェイドグループ,2,2,2,2,2,0,0,0
20251222,3559,ピーバンドットコム,1,2,2,2,2,2,0,0
20251222,3560,ほぼ日,2,2,2,2,2,0,0,0
20251222,3561,力の源ＨＤ,1,2,2,2,2,0,0,0
20251222,3562,Ｎｏ．１,2,2,2,2,2,0,0,0
20251222,3563,Ｆ＆ＬＣ,1,1,1,1,1,0,0,0
20251222,3565,アセンテック,1,2,2,2,2,0,0,0
20251222,3566,ユニフォームネクスト,2,2,2,2,2,0,0,0
20251222,3569,セーレン,1,1,1,1,1,0,0,0
20251222,356A,ＧＸＳＰＣＦ１００,1,2,2,2,2,0,0,0
20251222,3571,ソトー,1,2,2,2,2,1,0,0
20251222,3577,東海染工,2,2,2,2,2,1,0,0
20251222,3580,小松マテーレ,1,1,1,1,1,0,0,0
20251222,3583,オーベクス,2,2,2,2,2,0,0,0
20251222,3591,ワコールＨＤ,1,1,1,1,1,0,0,0
20251222,3593,ホギメディカル,1,1,1,1,1,0,0,0
20251222,3597,自重堂,2,2,2,2,2,0,0,0
20251222,3598,山喜,2,2,2,2,2,0,0,0
20251222,3600,フジックス,2,2,2,2,2,0,0,0
20251222,3607,クラウディアＨＤ,2,2,2,2,2,0,0,0
20251222,3608,ＴＳＩＨＤ,1,1,1,1,1,0,0,0
20251222,360A,リートコア,1,2,2,2,2,0,0,0
20251222,3611,マツオカ,1,2,2,2,2,0,0,0
20251222,3612,ワールド,1,1,1,1,1,0,0,0
20251222,3622,ネットイヤーグループ,2,2,2,2,2,0,0,0
20251222,3623,ビリングシステム,2,2,2,2,2,0,0,0
20251222,3624,アクセルマーク,2,2,2,2,2,0,0,0
20251222,3625,テックファームＨＤ,2,2,2,2,2,0,0,0
20251222,3626,ＴＩＳ,1,1,1,1,1,0,0,0
20251222,3627,テクミラ,1,2,2,2,2,0,0,0
20251222,3628,データホライゾン,2,2,2,2,2,0,0,0
20251222,3632,グリーＨＤ,1,1,1,1,1,0,0,0
20251222,3633,ＧＭＯペパボ,2,2,2,2,2,0,0,0
20251222,3634,ソケッツ,2,2,2,2,2,0,0,0
20251222,3635,コーエーテクモＨＤ,1,1,1,1,1,0,0,0
20251222,3636,三菱総合研究所,1,1,1,1,1,0,0,0
20251222,3639,ボルテージ,1,2,2,2,2,0,0,0
20251222,363A,ｉＦ英国ＦＴ１００,1,2,2,2,2,0,0,0
20251222,3640,電算,1,2,2,2,2,0,0,0
20251222,3641,パピレス,2,2,2,2,2,0,0,0
20251222,3645,メディカルネット,1,2,2,2,2,0,0,0
20251222,3646,駅探,2,2,2,2,2,0,0,0
20251222,3647,ジースリーＨＤ,2,2,2,2,2,0,0,0
20251222,3648,ＡＧＳ,1,2,2,2,2,0,0,0
20251222,3649,ファインデックス,1,2,2,2,2,0,0,0
20251222,364A,Ｓ＆Ｐ５００配当貴族,1,2,2,2,2,0,0,0
20251222,3652,ディジタルメデプロ,2,2,2,2,2,0,0,0
20251222,3653,モルフォ,1,2,2,2,2,0,0,0
20251222,3655,ブレインパッド,1,1,1,1,1,0,0,0
20251222,3656,ＫＬａｂ,1,1,1,1,1,0,0,0
20251222,3657,ポールＨＤ,1,1,1,1,1,0,0,0
20251222,3659,ネクソン,1,1,1,1,1,0,0,0
20251222,365A,伊澤タオル,2,2,2,2,2,0,0,0
20251222,3660,アイスタイル,1,1,1,1,1,0,0,0
20251222,3661,エムアップＨＤ,1,1,1,1,1,0,0,0
20251222,3662,エイチームＨＤ,1,1,1,1,1,0,0,0
20251222,3663,セルシス,1,2,2,2,2,0,0,0
20251222,3664,モブキャストＨＤ,1,2,2,2,2,0,0,0
20251222,3665,エニグモ,1,1,1,1,1,0,0,0
20251222,3667,ｅｎｉｓｈ,1,2,2,2,2,0,0,0
20251222,3668,コロプラ,1,1,1,1,1,0,0,0
20251222,366A,ウェルネスＣ,2,2,2,2,2,0,0,0
20251222,3670,協立情報通信,2,2,2,2,2,2,0,0
20251222,3671,ソフトマックス,2,2,2,2,2,0,0,0
20251222,3672,オルトプラス,2,2,2,2,2,0,0,0
20251222,3673,ブロードリーフ,1,1,1,1,1,0,0,0
20251222,3674,オークファン,1,2,2,2,2,0,0,0
20251222,3675,クロス・マーケティン,1,2,2,2,2,0,0,0
20251222,3676,デジハＨＤ,1,1,1,1,1,0,0,0
20251222,3678,メディアドゥ,1,1,1,1,1,0,0,0
20251222,3679,じげん,1,1,1,1,1,0,0,0
20251222,367A,プリモＧＨＤ,2,2,2,2,2,0,0,0
20251222,3680,ホットリンク,1,2,2,2,2,0,0,0
20251222,3682,エンカレッジ・テクノ,1,2,2,2,2,0,0,0
20251222,3683,サイバーリンクス,1,2,2,2,2,0,0,0
20251222,3686,ディー・エル・イー,1,2,2,2,2,0,0,0
20251222,3687,フィックスターズ,1,2,2,2,2,0,0,0
20251222,368A,北里コーポレーション,2,2,2,2,2,0,0,0
20251222,3690,イルグルム,1,2,2,2,2,0,0,0
20251222,3691,デジタルプラス,2,2,2,2,2,0,0,0
20251222,3692,ＦＦＲＩセキュ,1,2,2,2,2,0,0,0
20251222,3694,オプティム,1,1,1,1,1,0,0,0
20251222,3695,ＧＭＯ－ＰＰ,2,2,2,2,2,0,0,0
20251222,3696,セレス,1,2,2,2,2,0,0,0
20251222,3697,ＳＨＩＦＴ,1,1,1,1,1,0,0,0
20251222,3698,ＣＲＩ・ミドルウェア,1,2,2,2,2,0,0,0
20251222,369A,エータイ,2,2,2,2,2,0,0,0
20251222,3708,特種東海製紙,1,1,1,1,1,0,0,0
20251222,3710,ジョルダン,1,2,2,2,2,0,0,0
20251222,3712,情報企画,1,2,2,2,2,0,0,0
20251222,3719,ＡＩストーム,2,2,2,2,2,0,0,0
20251222,3723,日本ファルコム,2,2,2,2,2,0,0,0
20251222,3726,フォーシーズＨＤ,2,2,2,2,2,0,0,0
20251222,3727,アプリックス,2,2,2,2,2,0,0,0
20251222,372A,レント,2,2,2,2,2,0,0,0
20251222,3733,ソフトウェアサビス,1,2,2,2,2,0,0,0
20251222,3739,コムシード,0,0,0,0,0,2,0,0
20251222,373A,リップス,2,2,2,2,2,0,0,0
20251222,3741,セック,1,2,2,2,2,0,0,0
20251222,3744,サイオス,1,2,2,2,2,0,0,0
20251222,3747,インタートレード,1,2,2,2,2,0,0,0
20251222,3750,ＡＤＲ１２０Ｓ,2,2,2,2,2,0,0,0
20251222,3753,フライト,2,2,2,2,2,0,0,0
20251222,3758,アエリア,1,2,2,2,2,0,0,0
20251222,3760,ケイブ,2,2,2,2,2,0,0,0
20251222,3762,テクマトリックス,1,1,1,1,1,0,0,0
20251222,3763,プロシップ,2,2,2,2,2,0,0,0
20251222,3765,ガンホー・オンライン,1,1,1,1,1,0,0,0
20251222,3766,システムズ・デザイン,2,2,2,2,2,0,0,0
20251222,3768,リスクモンスター,1,2,2,2,2,0,0,0
20251222,3769,ＧＭＯペイメント,1,1,1,1,1,0,0,0
20251222,376A,米債７－１０ヘ有７５,1,2,2,2,2,0,0,0
20251222,3771,システムリサーチ,1,2,2,2,2,1,0,0
20251222,3772,ウェルスマネジメント,2,2,2,2,2,0,0,0
20251222,3773,アドバンストメディア,1,2,2,2,2,0,0,0
20251222,3774,インターネットイニシ,1,1,1,1,1,0,0,0
20251222,3775,ガイアックス,0,0,0,0,0,2,0,0
20251222,3776,ブロードバンドタワー,2,2,2,2,2,0,0,0
20251222,3777,環境フレンドリー,2,2,2,2,2,0,0,0
20251222,3778,さくらインターネット,1,2,1,1,1,0,0,0
20251222,3779,Ｊ・エスコムＨＤ,2,2,2,2,2,0,0,0
20251222,377A,エージェントＩＧＨＤ,0,0,0,0,0,2,0,0
20251222,3787,テクノマセマティカル,2,2,2,2,2,0,0,0
20251222,3788,ＧＭＯＧＳＨＤ,1,1,1,1,1,0,0,0
20251222,378A,ヒット,2,2,2,2,2,0,0,0
20251222,3791,ＩＧポート,1,2,2,2,2,0,0,0
20251222,3793,ドリコム,1,2,2,2,2,0,0,0
20251222,3796,いい生活,1,2,2,2,2,0,0,0
20251222,3798,ＵＬＳグループ,2,2,2,2,2,0,0,0
20251222,3799,キーウェアソリュショ,1,2,2,2,2,0,0,0
20251222,379A,ＧＸＳＰＸプロテクト,1,2,2,2,2,0,0,0
20251222,3800,ユニリタ,2,2,2,2,2,0,0,0
20251222,3802,エコミック,2,2,2,2,2,0,0,2
20251222,3803,イメージ情報開発,2,2,2,2,2,0,0,0
20251222,3804,システム　ディ,2,2,2,2,2,0,0,0
20251222,3807,フィスコ,1,2,2,2,2,0,0,0
20251222,380A,ＧＸチャイナテック,1,2,2,2,2,0,0,0
20251222,3810,サイバーステップＨＤ,2,2,2,2,2,0,0,0
20251222,3815,メディア工房,2,2,2,2,2,0,0,0
20251222,3816,大和コンピューター,2,2,2,2,2,0,0,0
20251222,3817,ＳＲＡＨＤ,1,1,1,1,1,0,0,0
20251222,381A,ｉＦ米国債３５Ｈ無,1,2,2,2,2,0,0,0
20251222,3823,ＷＨＹ　ＨＯＷ　ＤＯ,2,2,2,2,2,0,0,0
20251222,3824,メディアファイブ,0,0,0,0,0,0,2,0
20251222,3825,リミックスポイント,2,2,2,2,2,0,0,0
20251222,3826,システムインテグレタ,1,2,2,2,2,0,0,0
20251222,382A,ｉＦ米国債３５Ｈ有,1,2,2,2,2,0,0,0
20251222,3834,朝日ネット,1,1,1,1,1,0,0,0
20251222,3835,ｅＢＡＳＥ,1,1,1,1,1,0,0,0
20251222,3836,アバントグループ,1,1,1,1,1,0,0,0
20251222,3837,アドソル日進,1,2,2,2,2,0,0,0
20251222,3839,ＯＤＫソリューション,1,2,2,2,2,0,0,0
