貸借取引対象銘柄一覧,20251219,,,,,,,,,
貸借申込日,コード,銘柄名,貸借銘柄区分（東証）,貸借銘柄区分（ＣＸＪ）,貸借銘柄区分（ＪＮＸ）,貸借銘柄区分（ＯＤＸ）,貸借銘柄区分（ＪＡＸ）,貸借銘柄区分（名証）,貸借銘柄区分（福証）,貸借銘柄区分（札証）
20251222,5035,ＨＯＵＳＥＩ,2,2,2,2,2,0,0,0
20251222,5036,日本ビジネスシステム,1,2,2,2,2,0,0,0
20251222,5038,ｅＷｅＬＬ,2,2,2,2,2,0,0,0
20251222,5039,キットアライブ,0,0,0,0,0,0,0,2
20251222,5071,ヴィス,1,2,2,2,2,0,0,0
20251222,5074,テスホールディングス,1,2,2,2,2,0,0,0
20251222,5075,アップコン,0,0,0,0,0,2,0,0
20251222,5076,インフロニアＨＤ,1,1,1,1,1,0,0,0
20251222,50765,インフロニア－優,2,0,0,0,0,0,0,0
20251222,5078,セレコーポレーション,2,2,2,2,2,0,0,0
20251222,5079,ノバック,2,2,2,2,2,0,0,0
20251222,5101,横浜ゴム,1,1,1,1,1,0,0,0
20251222,5103,昭和ホールディングス,2,2,2,2,2,0,0,0
20251222,5105,ＴＯＹＯ　ＴＩＲＥ,1,1,1,1,1,0,0,0
20251222,5108,ブリヂストン,1,1,1,1,1,0,1,0
20251222,5110,住友ゴム工業,1,1,1,1,1,0,0,0
20251222,5121,藤倉コンポジット,1,1,1,1,1,0,0,0
20251222,5122,オカモト,1,1,1,1,1,0,0,0
20251222,5125,ファインズ,2,2,2,2,2,0,0,0
20251222,5126,ポーターズ,2,2,2,2,2,0,0,0
20251222,5129,ＦＩＸＥＲ,1,2,2,2,2,0,0,0
20251222,5131,リンカーズ,1,2,2,2,2,0,0,0
20251222,5132,ｐｌｕｓｚｅｒｏ,1,2,2,2,2,0,0,0
20251222,5133,テリロジーＨＤ,2,2,2,2,2,0,0,0
20251222,5134,ＰＯＰＥＲ,2,2,2,2,2,0,0,0
20251222,5136,ｔｒｉｐｌａ,2,2,2,2,2,0,0,0
20251222,5137,スマートドライブ,1,2,2,2,2,0,0,0
20251222,5138,Ｒｅｂａｓｅ,2,2,2,2,2,0,0,0
20251222,5139,オープンワーク,2,2,2,2,2,0,0,0
20251222,5142,アキレス,1,1,1,1,1,0,0,0
20251222,5161,西川ゴム工業,2,2,2,2,2,0,0,0
20251222,5162,朝日ラバー,1,2,2,2,2,0,0,0
20251222,5184,ニチリン,1,1,1,1,1,0,0,0
20251222,5185,フコク,1,2,2,2,2,0,0,0
20251222,5186,ニッタ,1,1,1,1,1,0,0,0
20251222,5187,クリエートメディック,2,2,2,2,2,0,0,0
20251222,5189,櫻護謨,2,2,2,2,2,0,0,0
20251222,5191,住友理工,1,1,1,1,1,1,0,0
20251222,5192,三ツ星ベルト,1,1,1,1,1,0,0,0
20251222,5194,相模ゴム工業,2,2,2,2,2,0,0,0
20251222,5195,バンドー化学,1,1,1,1,1,0,0,0
20251222,5199,不二ラテックス,2,2,2,2,2,0,0,0
20251222,5201,ＡＧＣ,1,1,1,1,1,0,0,0
20251222,5202,日本板硝子,1,1,1,1,1,0,0,0
20251222,5204,石塚硝子,1,2,2,2,2,1,0,0
20251222,5208,有沢製作所,1,1,1,1,1,0,0,0
20251222,5210,日本山村硝子,1,2,2,2,2,0,0,0
20251222,5214,日本電気硝子,1,1,1,1,1,0,0,0
20251222,5216,倉元製作所,2,2,2,2,2,0,0,0
20251222,5218,オハラ,1,1,1,1,1,0,0,0
20251222,5232,住友大阪セメント,1,1,1,1,1,0,0,0
20251222,5233,太平洋セメント,1,1,1,1,1,0,1,0
20251222,5237,ノザワ,1,2,2,2,2,0,0,0
20251222,5240,ｍｏｎｏＡＩ,1,2,2,2,2,0,0,0
20251222,5241,日本オーエー研究所,0,0,0,0,0,2,0,0
20251222,5242,アイズ,2,2,2,2,2,0,0,0
20251222,5243,ｎｏｔｅ,2,2,2,2,2,0,0,0
20251222,5244,ｊｉｇ．ｊｐ,1,2,2,2,2,0,0,0
20251222,5246,ＥＬＥＭＥＮＴＳ,2,2,2,2,2,0,0,0
20251222,5247,ＢＴＭ,2,2,2,2,2,0,0,0
20251222,5248,テクノロジーズ,2,2,2,2,2,0,0,0
20251222,5250,プライムストラテジー,2,2,2,2,2,0,0,0
20251222,5252,日本ナレッジ,2,2,2,2,2,0,0,0
20251222,5253,カバー,1,2,1,1,1,0,0,0
20251222,5254,Ａｒｅｎｔ,2,2,2,2,2,0,0,0
20251222,5256,Ｆｕｓｉｃ,2,2,2,2,2,0,2,0
20251222,5257,ノバシステム,2,2,2,2,2,0,0,0
20251222,5258,ＴＭＮ,1,2,2,2,2,0,0,0
20251222,5259,ＢＢＤイニシアティブ,2,2,2,2,2,0,0,0
20251222,5261,リソルＨＤ,2,2,2,2,2,0,0,0
20251222,5262,日本ヒューム,1,2,1,1,1,0,0,0
20251222,5268,旭コンクリート工業,2,2,2,2,2,0,0,0
20251222,5269,日本コンクリート工業,1,2,2,2,2,0,0,0
20251222,5271,トーヨーアサノ,2,2,2,2,2,2,0,0
20251222,5273,三谷セキサン,1,1,1,1,1,0,0,0
20251222,5279,日本興業,2,2,2,2,2,0,0,0
20251222,5280,ヨシコン,2,2,2,2,2,0,0,0
20251222,5282,ジオスター,2,2,2,2,2,0,0,0
20251222,5283,高見澤,2,2,2,2,2,0,0,0
20251222,5284,ヤマウＨＤ,2,2,2,2,2,0,0,0
20251222,5285,ヤマックス,1,2,2,2,2,0,0,0
20251222,5287,イトーヨーギョー,2,2,2,2,2,2,0,0
20251222,5288,アジアパイルＨＤ,2,2,2,2,2,0,0,0
20251222,5290,ベルテクス,1,2,2,2,2,0,0,0
20251222,5301,東海カーボン,1,1,1,1,1,0,0,0
20251222,5302,日本カーボン,1,1,1,1,1,0,0,0
20251222,5304,ＳＥＣカーボン,1,1,1,1,1,0,0,0
20251222,5310,東洋炭素,1,1,1,1,1,0,0,0
20251222,5331,ノリタケ,1,1,1,1,1,1,0,0
20251222,5332,ＴＯＴＯ,1,1,1,1,1,1,1,0
20251222,5333,日本碍子,1,1,1,1,1,1,0,0
20251222,5334,日本特殊陶業,1,1,1,1,1,1,0,0
20251222,5337,ダントーＨＤ,1,2,2,2,2,0,0,0
20251222,5341,ＡＳＡＨＩ　ＥＩＴＯ,1,2,2,2,2,0,0,0
20251222,5342,ジャニス工業,0,0,0,0,0,1,0,0
20251222,5343,ニッコー,0,0,0,0,0,2,0,0
20251222,5344,ＭＡＲＵＷＡ,1,1,1,1,1,1,0,0
20251222,5351,品川リフラ,1,1,1,1,1,0,0,1
20251222,5352,黒崎播磨,1,1,1,1,1,0,1,0
20251222,5355,日本坩堝,2,2,2,2,2,0,0,0
20251222,5356,美濃窯業,1,2,2,2,2,1,0,0
20251222,5357,ヨータイ,1,1,1,1,1,0,0,0
20251222,5363,東京窯業,1,2,2,2,2,0,0,0
20251222,5367,ニッカトー,1,2,2,2,2,0,0,0
20251222,5368,日本インシュレ,2,2,2,2,2,0,0,0
20251222,5380,新東,2,2,2,2,2,0,0,2
20251222,5381,マイポックス,1,2,2,2,2,0,0,0
20251222,5384,フジミイン,1,1,1,1,1,1,0,0
20251222,5386,鶴弥,2,2,2,2,2,2,0,0
20251222,5388,クニミネ工業,1,2,2,2,2,0,0,0
20251222,5391,Ａ＆Ａマテリアル,1,2,2,2,2,0,0,0
20251222,5393,ニチアス,1,1,1,1,1,0,0,0
20251222,5401,日本製鉄,1,1,1,1,1,1,1,1
20251222,5406,神戸製鋼所,1,1,1,1,1,1,0,0
20251222,5408,中山製鋼所,1,1,1,1,1,0,0,0
20251222,5410,合同製鐵,1,1,1,1,1,0,0,0
20251222,5411,ＪＦＥ,1,1,1,1,1,0,0,0
20251222,5423,東京製鐵,1,1,1,1,1,0,0,0
20251222,5440,共英製鋼,1,1,1,1,1,0,0,0
20251222,5444,大和工業,1,1,1,1,1,0,0,0
20251222,5445,東京鐵鋼,2,2,2,2,2,0,0,0
20251222,5446,北越メタル,2,2,2,2,2,0,0,0
20251222,5449,大阪製鐵,1,1,1,1,1,0,2,0
20251222,5451,ヨドコウ,1,1,1,1,1,0,0,0
20251222,5458,高砂鐵工,2,2,2,2,2,0,0,0
20251222,5461,中部鋼鈑,1,1,1,1,1,1,0,0
20251222,5463,丸一鋼管,1,1,1,1,1,0,0,0
20251222,5464,モリ工業,1,1,1,1,1,0,0,0
20251222,5471,大同特殊鋼,1,1,1,1,1,1,0,0
20251222,5476,日本高周波鋼業,1,2,2,2,2,0,0,0
20251222,5480,日本冶金工業,1,1,1,1,1,0,0,0
20251222,5482,愛知製鋼,1,1,1,1,1,1,0,0
20251222,5484,東北特殊鋼,2,2,2,2,2,0,0,0
20251222,5491,日本金属,1,2,2,2,2,0,0,0
20251222,5527,ｐｒｏｐｅｔｅｃ,2,2,2,2,2,0,0,0
20251222,5530,日本システムバンク,0,0,0,0,0,2,0,0
20251222,5532,リアルゲイト,2,2,2,2,2,0,0,0
20251222,5533,エリッツＨＤ,2,2,2,2,2,0,0,0
20251222,5535,ミガロＨＤ,2,2,2,2,2,0,0,0
20251222,5537,ＡｌｂａＬｉｎｋ,2,0,2,2,2,0,0,0
20251222,5541,大平洋金属,1,1,1,1,1,0,0,0
20251222,5542,新報国マテリアル,2,2,2,2,2,0,0,0
20251222,5563,新日本電工,1,1,1,1,1,0,0,0
20251222,5570,ジェノバ,2,2,2,2,2,0,0,0
20251222,5571,エキサイトＨＤ,2,2,2,2,2,0,0,0
20251222,5572,Ｒｉｄｇｅ－ｉ,2,2,2,2,2,0,0,0
20251222,5574,ＡＢＥＪＡ,2,2,2,2,2,0,0,0
20251222,5575,Ｇｌｏｂｅｅ,2,2,2,2,2,0,0,0
20251222,5576,オービーシステム,2,2,2,2,2,0,0,0
20251222,5578,ＡＲアドバンスト,2,2,2,2,2,0,0,0
20251222,5580,プロディライト,2,2,2,2,2,0,0,0
20251222,5582,グリッド,2,2,2,2,2,0,0,0
20251222,5586,Ｌａｂｏｒｏ．ＡＩ,2,2,2,2,2,0,0,0
20251222,5587,インバウンドＰＦ,2,2,2,2,2,0,0,0
20251222,5588,ファーストＡ,2,2,2,2,2,0,0,0
20251222,5589,オートサーバー,1,2,2,2,2,1,0,0
20251222,5590,ネットスターズ,1,2,2,2,2,0,0,0
20251222,5591,ＡＶＩＬＥＮ,2,2,2,2,2,0,0,0
20251222,5592,くすりの窓口,2,2,2,2,2,0,0,0
20251222,5596,アウトルック,2,2,2,2,2,0,0,0
20251222,5597,ブルーイノベーション,2,2,2,2,2,0,0,0
20251222,5599,Ｓ＆Ｊ,2,2,2,2,2,0,0,0
20251222,5602,栗本鐵工所,1,1,1,1,1,0,0,0
20251222,5603,虹技,1,2,2,2,2,0,0,0
20251222,5607,中央可鍛工業,0,0,0,0,0,1,0,0
20251222,5609,日本鋳造,1,2,2,2,2,0,0,0
20251222,5612,日本鋳鉄管,2,2,2,2,2,0,0,0
20251222,5616,雨風太陽,2,2,2,2,2,0,0,0
20251222,5618,ナイル,2,2,2,2,2,0,0,0
20251222,5619,マーソ,2,2,2,2,2,0,0,0
20251222,5621,ヒューマンＴ,2,2,2,2,2,0,0,0
20251222,5631,日本製鋼所,1,1,1,1,1,0,0,0
20251222,5632,三菱製鋼,1,1,1,1,1,0,0,0
20251222,5644,メタルアート,2,2,2,2,2,0,0,0
20251222,5658,日亜鋼業,1,2,2,2,2,0,0,0
20251222,5659,日本精線,1,2,2,2,2,0,0,0
20251222,5660,神鋼鋼線工業,1,2,2,2,2,0,0,0
20251222,5695,パウダーテック,2,2,2,2,2,0,0,0
20251222,5697,サンユウ,2,2,2,2,2,0,0,0
20251222,5698,エンビプロＨＤ,2,2,2,2,2,0,0,0
20251222,5699,イボキン,2,2,2,2,2,0,0,0
20251222,5702,大紀アルミニウム工業,1,1,1,1,1,0,0,0
20251222,5703,日本軽金属ＨＤ,1,1,1,1,1,0,0,0
20251222,5704,ＪＭＣ,2,2,2,2,2,0,0,0
20251222,5706,三井金属,1,1,1,1,1,0,0,0
20251222,5707,東邦亜鉛,1,1,1,1,1,0,0,0
20251222,5711,三菱マテリアル,1,1,1,1,1,0,0,0
20251222,5713,住友金属鉱山,1,1,1,1,1,0,0,0
20251222,5714,ＤＯＷＡＨＤ,1,1,1,1,1,0,0,0
20251222,5715,古河機械金属,1,1,1,1,1,0,0,0
20251222,5721,エス・サイエンス,2,2,2,2,2,0,0,0
20251222,5724,アサカ理研,2,2,2,2,2,0,0,0
20251222,5726,大阪チタニウムテクノ,1,1,1,1,1,0,0,0
20251222,5727,東邦チタニウム,1,1,1,1,1,0,0,0
20251222,5729,日本精鉱,2,2,2,2,2,0,0,0
20251222,5741,ＵＡＣＪ,1,1,1,1,1,0,0,0
20251222,5742,エヌアイシ・オート,1,2,2,2,2,0,0,0
20251222,5753,日本伸銅,2,2,2,2,2,0,0,0
20251222,5757,ＣＫサンエツ,2,2,2,2,2,0,0,0
20251222,5801,古河電気工業,1,1,1,1,1,0,0,0
20251222,5802,住友電気工業,1,1,1,1,1,1,1,0
20251222,5803,フジクラ,1,1,1,1,1,0,0,0
20251222,5805,ＳＷＣＣ,1,1,1,1,1,0,0,0
20251222,5816,オーナンバ,1,2,2,2,2,0,0,0
20251222,5817,ＪＭＡＣＳ,2,2,2,2,2,0,0,0
20251222,5819,カナレ電気,2,2,2,2,2,0,0,0
20251222,5820,三ッ星,2,2,2,2,2,0,0,0
20251222,5821,平河ヒューテック,2,2,2,2,2,0,0,0
20251222,5830,いよぎんＨＤ,1,1,1,1,1,0,0,0
20251222,5831,しずおかＦＧ,1,1,1,1,1,0,0,0
20251222,5832,ちゅうぎんＦＧ,1,1,1,1,1,0,0,0
20251222,5834,ＳＢＩリーシング,1,2,2,2,2,0,0,0
20251222,5838,楽天銀行,1,2,1,1,1,0,0,0
20251222,5842,インテグラル,2,2,2,2,2,0,0,0
20251222,5843,ニッポンインシュア,2,2,2,2,2,0,0,0
20251222,5844,京都ＦＧ,1,1,1,1,1,0,0,0
20251222,5845,全保連,1,2,2,2,2,0,0,0
20251222,5851,リョービ,1,1,1,1,1,0,0,0
20251222,5852,アーレスティ,1,2,2,2,2,0,0,0
20251222,5856,エルアイイーエイチ,2,2,2,2,2,0,0,0
20251222,5857,ＡＲＥＨＤ,1,1,1,1,1,0,0,0
20251222,5858,ＳＴＧ,2,2,2,2,2,0,0,0
20251222,5867,エスネットワークス,2,2,2,2,2,0,0,0
20251222,5868,ロココ,2,2,2,2,2,0,0,0
20251222,5869,早稲田学習研究会,1,2,2,2,2,0,0,0
20251222,5870,ナルネット,2,2,2,2,2,0,0,0
20251222,5871,ＳＯＬＩＺＥ　ＨＤ,1,2,2,2,2,0,0,0
20251222,5884,クラダシ,2,2,2,2,2,0,0,0
20251222,5885,ジーデップアドバンス,2,2,2,2,2,0,0,0
20251222,5888,ダイワサイクル,2,2,2,2,2,0,0,0
20251222,5889,ＪＥＨ,2,2,2,2,2,0,0,0
20251222,5891,魁力屋,2,2,2,2,2,0,0,0
20251222,5892,ｙｕｔｏｒｉ,2,2,2,2,2,0,0,0
20251222,5900,ダイケン,2,2,2,2,2,0,0,0
20251222,5901,東洋製罐グループＨＤ,1,1,1,1,1,0,0,0
20251222,5902,ホッカンＨＤ,1,2,2,2,2,0,0,1
20251222,5903,シンポ,2,2,2,2,2,0,0,0
20251222,5905,日本製罐,2,2,2,2,2,0,0,0
20251222,5906,エムケー精工,2,2,2,2,2,0,0,0
20251222,5909,コロナ,2,2,2,2,2,0,0,0
20251222,5911,横河ブリッジＨＤ,1,1,1,1,1,0,0,0
20251222,5915,駒井ハルテック,1,2,2,2,2,0,0,0
20251222,5918,瀧上工業,2,2,2,2,2,1,0,0
20251222,5921,川岸工業,2,2,2,2,2,0,0,0
20251222,5922,那須電機鉄工,2,2,2,2,2,0,0,0
20251222,5923,高田機工,1,2,2,2,2,0,0,0
20251222,5928,アルメタックス,1,2,2,2,2,0,0,0
20251222,5929,三和ホールディングス,1,1,1,1,1,0,0,0
20251222,5930,文化シヤッター,1,1,1,1,1,0,0,0
20251222,5932,三協立山,1,1,1,1,1,0,0,0
20251222,5933,アルインコ,1,2,2,2,2,0,0,0
20251222,5936,東洋シヤッター,1,2,2,2,2,0,0,0
20251222,5938,ＬＩＸＩＬ,1,1,1,1,1,1,0,0
20251222,5939,大谷工業,2,2,2,2,2,0,0,0
20251222,5940,不二サッシ,2,2,2,2,2,0,0,0
20251222,5941,中西製作所,2,2,2,2,2,0,0,0
20251222,5942,日本フイルコン,2,2,2,2,2,0,0,0
20251222,5943,ノーリツ,1,1,1,1,1,0,0,0
20251222,5945,天龍製鋸,2,2,2,2,2,0,0,0
20251222,5946,長府製作所,1,1,1,1,1,0,0,0
20251222,5947,リンナイ,1,1,1,1,1,1,0,0
20251222,5949,ユニプレス,1,1,1,1,1,0,0,0
20251222,5950,日本パワー,1,2,2,2,2,0,0,0
20251222,5951,ダイニチ工業,1,2,2,2,2,0,0,0
20251222,5952,アマテイ,2,2,2,2,2,2,0,0
20251222,5953,昭和鉄工,0,0,0,0,0,0,2,0
20251222,5955,ワイズＨＤ,1,2,2,2,2,0,0,0
20251222,5956,トーソー,1,2,2,2,2,0,0,0
20251222,5957,日東精工,1,2,2,2,2,0,0,0
20251222,5958,三洋工業,1,2,2,2,2,0,0,0
20251222,5959,岡部,1,1,1,1,1,0,0,0
20251222,5962,浅香工業,2,2,2,2,2,0,0,0
20251222,5965,フジマック,2,2,2,2,2,0,0,0
20251222,5966,京都機械工具,2,2,2,2,2,0,0,0
20251222,5967,ＴＯＮＥ,2,2,2,2,2,0,0,0
20251222,5969,ロブテックス,2,2,2,2,2,0,0,0
20251222,5970,ジーテクト,1,1,1,1,1,0,0,0
20251222,5971,共和工業所,2,2,2,2,2,0,0,0
20251222,5973,トーアミ,2,2,2,2,2,0,0,0
20251222,5974,中国工業,1,2,2,2,2,0,0,0
20251222,5975,東プレ,1,1,1,1,1,0,0,0
20251222,5976,高周波熱錬,1,1,1,1,1,0,0,0
20251222,5979,カネソウ,0,0,0,0,0,2,0,0
20251222,5981,東京製綱,1,2,2,2,2,0,0,0
20251222,5982,マルゼン,2,2,2,2,2,0,0,0
20251222,5983,イワブチ,2,2,2,2,2,0,0,0
20251222,5984,兼房,2,2,2,2,2,2,0,0
20251222,5985,サンコール,1,2,2,2,2,0,0,0
20251222,5986,モリテック　スチール,1,2,2,2,2,0,0,0
20251222,5987,オーネックス,2,2,2,2,2,0,0,0
20251222,5988,パイオラックス,1,1,1,1,1,0,0,0
20251222,5989,エイチワン,1,1,1,1,1,0,0,0
20251222,5990,スーパーツール,2,2,2,2,2,0,0,0
20251222,5991,日本発条,1,1,1,1,1,0,0,0
20251222,5992,中央発條,1,2,2,2,2,1,0,0
20251222,5994,ファインシンター,2,2,2,2,2,2,0,0
20251222,5997,協立エアテック,2,2,2,2,2,0,0,0
20251222,5998,アドバネクス,1,2,2,2,2,0,0,0
20251222,6005,三浦工業,1,1,1,1,1,0,0,0
20251222,6013,タクマ,1,1,1,1,1,0,0,0
20251222,6016,ジャパンエンジン,2,2,2,2,2,0,0,0
20251222,6018,阪神内燃機工業,2,2,2,2,2,0,0,0
20251222,6022,赤阪鐵工所,2,2,2,2,2,0,0,0
20251222,6023,ダイハツインフィ,1,1,1,1,1,0,0,0
20251222,6025,日本ＰＣサービス,0,0,0,0,0,2,0,0
20251222,6027,弁護士ドットコム,1,1,1,1,1,0,0,0
20251222,6029,アトラグループ,2,2,2,2,2,0,0,0
20251222,6030,アドベンチャー,2,2,2,2,2,0,0,0
20251222,6031,ＺＥＴＡ,1,2,2,2,2,0,0,0
20251222,6033,エクストリーム,1,2,2,2,2,0,0,0
20251222,6034,ＭＲＴ,1,2,2,2,2,0,0,0
20251222,6035,ＩＲジャパンＨＤ,1,1,1,1,1,0,0,0
20251222,6036,ＫｅｅＰｅｒ技研,1,1,1,1,1,1,0,0
20251222,6037,楽待,1,2,2,2,2,0,0,0
20251222,6038,イード,1,2,2,2,2,0,0,0
20251222,6039,日本動物高度医療,2,2,2,2,2,0,0,0
20251222,6040,日本スキー場開発,2,2,2,2,2,0,0,0
20251222,6042,ニッキ,2,2,2,2,2,0,0,0
20251222,6044,三機サービス,2,2,2,2,2,0,0,0
20251222,6045,レントラックス,1,2,2,2,2,0,0,0
20251222,6046,リンクバル,1,2,2,2,2,0,0,0
20251222,6047,Ｇｕｎｏｓｙ,1,1,1,1,1,0,0,0
20251222,6049,イトクロ,2,2,2,2,2,0,0,0
20251222,6050,イー・ガーディアン,1,1,1,1,1,0,0,0
20251222,6054,リブセンス,1,2,2,2,2,0,0,0
20251222,6055,ジャパンマテリアル,1,1,1,1,1,1,0,0
20251222,6058,ベクトル,1,1,1,1,1,0,0,0
20251222,6059,ウチヤマＨＤ,1,2,2,2,2,0,0,0
20251222,6060,こころネット,2,2,2,2,2,0,0,0
20251222,6061,ユニバーサル園芸社,2,2,2,2,2,0,0,0
20251222,6062,チャームケアコーポ,1,1,1,1,1,0,0,0
20251222,6063,日本エマージェンシー,2,2,2,2,2,0,0,0
20251222,6069,トレンダーズ,1,2,2,2,2,0,0,0
20251222,6070,キャリアリンク,1,2,2,2,2,0,0,0
20251222,6071,ＩＢＪ,1,1,1,1,1,0,0,0
20251222,6072,地盤ネットＨＤ,1,2,2,2,2,0,0,0
20251222,6073,アサンテ,1,2,2,2,2,0,0,0
20251222,6074,ジェイエスエス,2,2,2,2,2,2,0,0
20251222,6076,アメイズ,0,0,0,0,0,0,2,0
20251222,6078,バリューＨＲ,1,1,1,1,1,0,0,0
20251222,6080,Ｍ＆Ａキャピタル,1,1,1,1,1,0,0,0
20251222,6081,アライドアーキテクツ,1,2,2,2,2,0,0,0
20251222,6082,ライドオンＥＸＨＤ,2,2,2,2,2,0,0,0
20251222,6083,ＥＲＩ　ＨＤ,1,2,2,2,2,0,0,0
20251222,6085,アーキテクツＳＪ,2,2,2,2,2,0,0,0
20251222,6086,シンメンテＨＤ,2,2,2,2,2,0,0,0
20251222,6087,アビスト,2,2,2,2,2,0,0,0
20251222,6088,シグマクシスＨＤ,1,1,1,1,1,0,0,0
20251222,6089,ウィルグループ,1,2,2,2,2,0,0,0
20251222,6090,ヒューマンＭＴ,2,2,2,2,2,0,0,0
20251222,6091,ウエスコＨＤ,1,2,2,2,2,0,0,0
20251222,6092,エンバイオＨＤ,1,2,2,2,2,0,0,0
20251222,6093,エスクローＡＪ,1,2,2,2,2,0,0,0
20251222,6094,フリークアウト・ホー,2,2,2,2,2,0,0,0
20251222,6096,レアジョブ,1,2,2,2,2,0,0,0
20251222,6098,リクルートＨＤ,1,1,1,1,1,0,0,0
20251222,6099,エラン,1,1,1,1,1,0,0,0
20251222,6101,ツガミ,1,1,1,1,1,0,0,0
20251222,6103,オークマ,1,1,1,1,1,1,0,0
20251222,6104,芝浦機械,1,1,1,1,1,0,0,0
20251222,6111,旭精機工業,0,0,0,0,0,1,0,0
20251222,6113,アマダ,1,1,1,1,1,0,0,0
20251222,6118,アイダエンジニア,1,1,1,1,1,0,0,0
20251222,6125,岡本工作機械製作所,2,2,2,2,2,0,0,0
20251222,6134,ＦＵＪＩ,1,1,1,1,1,1,0,0
20251222,6135,牧野フライス製作所,1,1,1,1,1,0,0,0
20251222,6136,オーエスジー,1,1,1,1,1,1,0,0
20251222,6137,小池酸素工業,1,2,2,2,2,0,0,0
20251222,6138,ダイジヱット工業,2,2,2,2,2,0,0,0
20251222,6140,旭ダイヤモンド工業,1,1,1,1,1,0,0,0
20251222,6141,ＤＭＧ森精機,1,1,1,1,1,0,0,0
20251222,6142,富士精工,0,0,0,0,0,1,0,0
20251222,6143,ソディック,1,1,1,1,1,0,0,0
20251222,6144,西部電機,2,2,2,2,2,0,1,0
20251222,6145,ＮＩＴＴＯＫＵ,1,1,1,1,1,0,0,0
20251222,6146,ディスコ,1,1,1,1,1,0,0,0
20251222,6147,ヤマザキ,2,2,2,2,2,0,2,2
20251222,6149,小田原エンジニア,2,2,2,2,2,0,0,0
20251222,6150,タケダ機械,2,2,2,2,2,0,0,0
20251222,6151,日東工器,1,1,1,1,1,0,0,0
20251222,6155,高松機械工業,2,2,2,2,2,0,0,0
20251222,6156,エーワン精密,2,2,2,2,2,0,0,0
20251222,6157,日進工具,1,1,1,1,1,0,0,0
20251222,6158,和井田製作所,1,2,2,2,2,0,0,0
20251222,6159,ミクロン精密,2,2,2,2,2,0,0,0
20251222,6161,エスティック,2,2,2,2,2,0,0,0
20251222,6165,パンチ工業,1,2,2,2,2,0,0,0
20251222,6166,中村超硬,2,2,2,2,2,0,0,0
20251222,6167,冨士ダイス,1,2,2,2,2,0,0,0
20251222,6171,土木管理総合試験所,1,2,2,2,2,0,0,0
20251222,6176,ブランジスタ,2,2,2,2,2,0,0,0
20251222,6177,ＡｐｐＢａｎｋ,2,2,2,2,2,0,0,0
20251222,6178,日本郵政,1,1,1,1,1,0,0,0
20251222,6180,ＧＭＯメディア,2,2,2,2,2,0,0,0
20251222,6182,メタリアル,1,2,2,2,2,0,0,0
20251222,6183,ベル２４ＨＤ,1,1,1,1,1,0,0,0
20251222,6184,鎌倉新書,1,1,1,1,1,0,0,0
20251222,6185,ＳＭＮ,1,2,2,2,2,0,0,0
20251222,6186,一蔵,2,2,2,2,2,0,0,0
20251222,6189,グローバルキッズＣ,1,2,2,2,2,0,0,0
20251222,6190,フェニックスバイオ,2,2,2,2,2,0,0,0
20251222,6191,エアトリ,1,1,1,1,1,0,0,0
20251222,6193,バーチャレクス,2,2,2,2,2,0,0,0
20251222,6194,アトラエ,1,1,1,1,1,0,0,0
20251222,6195,ホープ,2,2,2,2,2,0,2,0
20251222,6196,ストライク,1,1,1,1,1,0,0,0
20251222,6197,ソラスト,1,1,1,1,1,0,0,0
20251222,6198,キャリア,2,2,2,2,2,0,0,0
20251222,6199,セラク,1,2,2,2,2,0,0,0
20251222,6200,インソース,1,1,1,1,1,0,0,0
20251222,6201,豊田自動織機,1,1,1,1,1,1,0,0
20251222,6203,豊和工業,1,2,2,2,2,1,0,0
20251222,6208,石川製作所,1,2,2,2,2,0,0,0
20251222,6209,リケンＮＰＲ,1,1,1,1,1,0,0,0
20251222,6210,ＴＯＹＯイノベックス,1,2,2,2,2,0,0,0
20251222,6217,津田駒工業,1,2,2,2,2,0,0,0
20251222,6218,エンシュウ,1,2,2,2,2,0,0,0
20251222,6222,島精機製作所,1,1,1,1,1,0,0,0
20251222,6223,西部技研,1,2,2,2,2,0,0,0
20251222,6224,ＪＲＣ,2,2,2,2,2,0,0,0
20251222,6225,エコム,0,0,0,0,0,2,0,0
20251222,6226,守谷輸送機工業,1,2,2,2,2,0,0,0
20251222,6227,ＡＩメカテック,1,2,2,2,2,0,0,0
20251222,6228,ジェイ・イー・ティ,2,2,2,2,2,0,0,0
20251222,6229,オーケーエム,2,2,2,2,2,0,0,0
20251222,6230,ＳＡＮＥＩ,2,2,2,2,2,0,0,0
20251222,6231,木村工機,2,2,2,2,2,0,0,0
20251222,6232,ＡＣＳＬ,1,2,2,2,2,0,0,0
20251222,6233,ＫＬＡＳＳ,2,2,2,2,2,0,0,0
20251222,6235,オプトラン,1,1,1,1,1,0,0,0
20251222,6237,イワキポンプ,1,1,1,1,1,0,0,0
20251222,6238,フリュー,1,1,1,1,1,0,0,0
20251222,6239,ナガオカ,2,2,2,2,2,0,0,0
20251222,6240,ヤマシンフィルタ,1,1,1,1,1,0,0,0
20251222,6245,ヒラノテクシード,1,2,2,2,2,0,0,0
20251222,6246,テクノスマート,1,2,2,2,2,0,0,0
20251222,6247,日阪製作所,1,1,1,1,1,0,0,0
20251222,6248,横田製作所,2,2,2,2,2,0,0,0
