品貸料率一覧,,,,,,,,,,,,,,,
（注）取引所区分「東証」の貸株超過株数は東証およびPTSの貸借残高を合算した貸株超過株数です。最高料率および前日品貸料率は１日１株・口当り、また当日品貸料率は１日１株・口当りの品貸料率に当日品貸日数を乗じて表示してあります。,,,,,,,,,,,,,,,
抽出条件,全体,,,,,,,,,,,,,,
貸借申込日,決済日,コード,銘柄名,取引所区分,決算事由,決算等,貸借値段（円）,貸株超過株数,最高料率（円）,当日品貸料率（円）,当日品貸日数,前日品貸料率（円）,備考,制限,応札倍率ランク
20260209,20260212,1320,ｉＦ２２５年１,東証,決算,20260710,58410.00,9431,120.00,5.00,1,5.00,,,F
20260209,20260212,1321,ＮＦ日経２２５,東証,決算,20260708,58540.00,37554,120.00,5.00,1,5.00,,,F
20260209,20260212,1330,上場２２５,東証,決算,20260708,58690.00,5106,120.00,5.00,1,5.00,,,F
20260209,20260212,133A,ＧＸ超短期米国債,東証,決算,20260324,1056.00,0,60.00,*****,*****,*****,満額,,
20260209,20260212,1346,ＭＸＳ２２５,東証,決算,20260716,58290.00,1312,120.00,5.00,1,5.00,,,F
20260209,20260212,1358,上場日経２倍,東証,決算,20260710,101750.00,2485,440.00,5.00,1,5.00,,注意,C
20260209,20260212,135A,ＶＲＡＩＮ,東証,決算,20260228,2424.00,0,5.00,*****,*****,*****,満額,,
20260209,20260212,1365,ｉＦ２２５ダブル,東証,決算,20270110,82170.00,511,360.00,5.00,1,*****,,注意,E
20260209,20260212,1367,ｉＦＴＰＸダブル,東証,決算,20270110,67370.00,0,140.00,*****,*****,*****,満額,,
20260209,20260212,1369,Ｏｎｅ・日経２２５,東証,決算,20260708,56560.00,279,120.00,5.00,1,5.00,,,F
20260209,20260212,1377,サカタのタネ,東証,決算,20260531,4150.00,0,8.40,*****,*****,*****,満額,,
20260209,20260212,1397,ＳＭＤＡＭ　２２５,東証,決算,20260408,57010.00,5,120.00,5.00,1,5.00,,,F
20260209,20260212,1414,ショーボンドＨＤ,東証,決算,20260630,1509.00,0,3.20,*****,*****,*****,満額,,
20260209,20260212,1418,インターライフＨＤ,東証,決算,20260228,599.00,20800,2.40,0.05,1,0.05,,停止,F
20260209,20260212,1419,タマホーム,東証,決算,20260228,3865.00,307300,15.60,0.20,1,0.20,,停止,D
20260209,20260212,141A,トライアル,東証,決算,20260630,3015.00,28600,6.20,0.00,1,0.00,,,F
20260209,20260212,1429,日本アクア,東証,決算,20260630,869.00,0,1.80,*****,*****,*****,満額,,
20260209,20260212,1431,Ｌｉｂ　Ｗｏｒｋ,東証,決算,20260331,653.00,9600,1.40,0.00,1,0.00,,,F
20260209,20260212,1433,ベステラ,東証,決算,20260731,1197.00,0,2.40,*****,*****,*****,満額,,
20260209,20260212,1457,ｉＦＴＰＸベア,東証,決算,20270110,1972.00,0,60.00,*****,*****,*****,満額,,
20260209,20260212,1477,ｉＳＭＳＣＩ最小分散,東証,決算,20260809,3216.00,27,60.00,5.00,1,5.00,,,F
20260209,20260212,147A,ソラコム,東証,決算,20260430,1123.00,48700,2.40,0.05,1,0.05,,,E
20260209,20260212,1486,上場米債ヘッジなし,東証,決算,20260710,24185.00,0,80.00,*****,*****,*****,満額,,
20260209,20260212,1487,上場米債ヘッジあり,東証,決算,20260710,12360.00,0,70.00,*****,*****,*****,満額,,
20260209,20260212,1493,Ｏｎｅ・中小型,東証,決算,20260708,23790.00,2,80.00,5.00,1,*****,,,E
20260209,20260212,1514,住石ホールディングス,東証,決算,20260331,812.00,0,3.60,*****,*****,*****,満額,停止,
20260209,20260212,153A,カウリス,東証,決算,20260630,1199.00,54400,2.40,0.05,1,0.05,,,D
20260209,20260212,1545,ナスダックヘッジ無,東証,決算,20260810,39620.00,3189,90.00,0.00,1,0.00,,,F
20260209,20260212,1546,ダウヘッジ無,東証,決算,20260810,76490.00,282,160.00,0.00,1,0.00,,,F
20260209,20260212,1550,ＭＸＳ外株ＭＳＣＩ,東証,決算,20260608,7329.00,0,60.00,*****,*****,*****,満額,,
20260209,20260212,1554,上場インデＭＳ世界,東証,決算,20270120,6120.00,0,60.00,*****,*****,*****,満額,,
20260209,20260212,1559,ＮＦタイ株,東証,決算,20260810,4295.00,0,60.00,*****,*****,*****,満額,,
20260209,20260212,155A,情報戦略テクノロジー,東証,決算,20260630,1252.00,0,2.60,*****,*****,*****,満額,,
20260209,20260212,1563,東証グロース・コア,東証,決算,20260708,2191.00,0,60.00,*****,*****,*****,満額,,
20260209,20260212,1566,上場ＥＭ債,東証,決算,20260310,54650.00,0,240.00,*****,*****,*****,満額,注意,
20260209,20260212,1578,上場インデ２２５ミニ,東証,決算,20260708,4488.00,2761,60.00,5.00,1,*****,,,D
20260209,20260212,1585,ｉＦＥＸ－Ｆ,東証,決算,20260710,2535.50,10,8.00,0.50,1,0.50,,,F
20260209,20260212,1592,上場ＪＰＸ日経４００,東証,決算,20260708,3130.00,0,60.00,*****,*****,*****,満額,,
20260209,20260212,1622,ＮＦ自動車Ｔ１７,東証,決算,20260715,39330.00,4,90.00,5.00,1,5.00,,,F
20260209,20260212,1625,ＮＦ電機精密Ｔ１７,東証,決算,20260715,53410.00,51,120.00,5.00,1,5.00,,,F
20260209,20260212,1626,ＮＦ情通・他Ｔ１７,東証,決算,20260715,39370.00,0,90.00,*****,*****,*****,満額,,
20260209,20260212,1627,ＮＦ電力ガスＴ１７,東証,決算,20260715,12350.00,0,70.00,*****,*****,*****,満額,,
20260209,20260212,1630,ＮＦ小売Ｔ１７,東証,決算,20260715,38970.00,0,90.00,*****,*****,*****,満額,,
20260209,20260212,1632,ＮＦ金融Ｔ１７,東証,決算,20260715,36500.00,0,90.00,*****,*****,*****,満額,,
20260209,20260212,1653,ｉＦＥＳＧセレクト,東証,決算,20260710,4900.00,800,10.00,0.50,1,0.50,,,D
20260209,20260212,1659,ｉＳ米国リート,東証,決算,20260509,3510.00,105,60.00,5.00,1,0.00,,,F
20260209,20260212,1663,Ｋ＆Ｏエナジー,東証,決算,20260630,4710.00,0,9.60,*****,*****,*****,満額,,
20260209,20260212,1671,ＷＴＩ原油ＥＴＦ,東証,決算,20260715,3268.00,12054,60.00,0.00,1,0.00,,,F
20260209,20260212,167A,リョーサン菱洋,東証,決算,20260331,3170.00,0,6.40,*****,*****,*****,満額,,
20260209,20260212,1681,上場ＭＳエマ,東証,決算,20270120,2965.00,0,60.00,*****,*****,*****,満額,,
20260209,20260212,1699,ＮＦ原油先物,東証,決算,20270210,419.40,23890,6.00,0.50,1,0.50,,,F
20260209,20260212,1719,安藤・間,東証,決算,20260331,2182.00,0,4.40,*****,*****,*****,満額,,
20260209,20260212,1721,コムシスＨＤ,東証,決算,20260331,5182.00,0,10.40,*****,*****,*****,満額,,
20260209,20260212,1762,高松コンストラクシＧ,東証,決算,20260331,4165.00,18600,8.40,0.10,1,0.10,,,F
20260209,20260212,1766,東建コーポレーション,東証,決算,20260430,15280.00,8200,30.60,0.65,1,0.65,,,F
20260209,20260212,1786,オリエンタル白石,東証,決算,20260331,432.00,108700,1.00,0.05,1,0.00,,,F
20260209,20260212,1803,清水建設,東証,決算,20260331,3443.00,0,7.00,*****,*****,*****,満額,,
20260209,20260212,1808,長谷工コーポ,東証,決算,20260331,3412.00,14500,7.00,0.10,1,0.05,,,F
20260209,20260212,1811,銭高組,東証,決算,20260331,8830.00,0,17.80,*****,*****,*****,満額,,
20260209,20260212,1813,不動テトラ,東証,決算,20260331,3855.00,0,7.80,*****,*****,*****,満額,,
20260209,20260212,1814,大末建設,東証,決算,20260331,4125.00,0,8.40,*****,*****,*****,満額,,
20260209,20260212,1820,西松建設,東証,決算,20260331,6267.00,0,12.60,*****,*****,*****,満額,,
20260209,20260212,1822,大豊建設,東証,決算,20260331,813.00,0,1.80,*****,*****,*****,満額,,
20260209,20260212,1833,奥村組,東証,決算,20260331,7140.00,0,14.40,*****,*****,*****,満額,,
20260209,20260212,1860,戸田建設,東証,決算,20260331,1530.00,0,3.20,*****,*****,*****,満額,,
20260209,20260212,1861,熊谷組,東証,決算,20260331,1968.00,0,4.00,*****,*****,*****,満額,,
20260209,20260212,186A,アストロスケール,東証,決算,20260430,1100.00,0,2.20,*****,*****,*****,満額,,
20260209,20260212,1879,新日本建設,東証,決算,20260331,2108.00,0,4.40,*****,*****,*****,満額,,
20260209,20260212,1888,若築建設,東証,決算,20260331,5060.00,0,10.20,*****,*****,*****,満額,,
20260209,20260212,1925,大和ハウス工業,東証,決算,20260331,5574.00,0,11.20,*****,*****,*****,満額,,
20260209,20260212,1926,ライト工業,東証,決算,20260331,3950.00,0,8.00,*****,*****,0.00,満額,,
20260209,20260212,1939,四電工,東証,決算,20260331,2029.00,0,4.20,*****,*****,*****,満額,,
20260209,20260212,1941,中電工,東証,決算,20260331,4805.00,0,9.80,*****,*****,*****,満額,,
20260209,20260212,1942,関電工,東証,決算,20260331,5972.00,107500,12.00,0.10,1,*****,,,F
20260209,20260212,1949,住友電設,東証,決算,20260331,9710.00,100,39.20,0.05,1,*****,,停止,F
20260209,20260212,1951,エクシオグループ,東証,決算,20260331,2785.00,199400,5.60,0.00,1,0.00,,,F
20260209,20260212,1969,高砂熱学工業,東証,決算,20260331,5275.00,0,10.60,*****,*****,*****,満額,,
20260209,20260212,1976,明星工業,東証,決算,20260331,1815.00,31800,3.80,0.10,1,0.10,,,F
20260209,20260212,1979,大氣社,東証,決算,20260331,3835.00,0,7.80,*****,*****,*****,満額,,
20260209,20260212,197A,タウンズ,東証,決算,20260331,560.00,0,1.20,*****,*****,*****,満額,,
20260209,20260212,1982,日比谷総合設備,東証,決算,20260331,5320.00,17000,10.80,0.25,1,0.25,,,E
20260209,20260212,2001,ニップン,東証,決算,20260331,2787.00,0,5.60,*****,*****,*****,満額,,
