"申込日","決済日","銘柄コード","銘柄名","取引所区分名","上場区分","速報／確報","融資新規株数","融資返済株数","融資残高株数","貸株新規株数","貸株返済株数","貸株残高株数","差引残高株数","融資新規金額","融資返済金額","融資残高金額","貸株新規金額","貸株返済金額","貸株残高金額","差引残高金額","制度信用・買残高株数","制度信用・売残高株数","融資権利落額","貸株権利落額","合計・更新差金融資値上り","合計・更新差金融資値下り","合計・更新差金貸株値下り","合計・更新差金貸株値上り","総合回転日数","融資・新規回転日数","融資・返済回転日数","融資・残高回転日数","貸株・新規回転日数","貸株・返済回転日数","貸株・残高回転日数"
"2026/02/05","2026/02/09","1301","極洋","東証およびＰＴＳ",,"確報",0,200,2600,0,100,1500,1100,0,1014000,13182000,0,507000,7605000,5577000,,,0,0,0,0,0,0,4.5,14.5,2.1,3.7,6.4,25.7,10.3
"2026/02/05","2026/02/09","1305","ｉＦＴＰＸ年１","東証およびＰＴＳ",,"確報",70,0,12110,1160,0,10690,1420,271460,0,46962580,4498480,0,41455820,5506760,,,0,0,12040,0,0,9530,19,24.8,13.9,17.8,14.6,35.3,20.7
"2026/02/05","2026/02/09","1306","ＮＦＴＯＰＩＸ","東証およびＰＴＳ",,"確報",5230,770,33900,300,4700,23940,9960,20062280,2953720,130040400,1150800,18029200,91833840,38206560,,,0,0,0,58880,56680,0,7.6,8.3,5.8,6.8,6.8,15.4,9.4
"2026/02/05","2026/02/09","1308","上場ＴＯＰＩＸ","東証およびＰＴＳ",,"確報",30,1449,7635,0,10707,7635,0,113790,5496057,28959555,0,40611651,28959555,0,,,0,0,18108,0,0,36684,4.3,13,3.4,5.4,3.4,3.5,3.5
"2026/02/05","2026/02/09","1309","ＮＦ中国株上証５０","東証およびＰＴＳ",,"確報",1,0,43,0,0,0,43,55480,0,2385640,0,0,0,2385640,,,0,0,12600,0,0,0,15.8,23.7,11.9,15.8,0,0,0
"2026/02/05","2026/02/09","130A","ＶＩＳ","東証およびＰＴＳ",,"確報",0,600,19000,0,0,0,19000,0,297600,9424000,0,0,0,9424000,,,0,0,0,39200,0,0,40.8,102,25.5,40.8,0,0,0
"2026/02/05","2026/02/09","1311","ＮＦＴＰＸ３０","東証およびＰＴＳ",,"確報",3067,0,8567,0,547,503,8064,5830367,0,16285867,0,1039847,956203,15329664,,,0,0,0,38500,7350,0,8.2,5.6,27.4,9.4,2.7,4.9,3.5
"2026/02/05","2026/02/09","1319","ＮＦ日経３００","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026/02/05","2026/02/09","1320","ｉＦ２２５年１","東証およびＰＴＳ",,"確報",364,0,1920,49,4294,10129,-8209,20303920,0,107097600,2733220,239519320,564995620,-457898020,,,0,0,0,731320,6755780,0,14.4,22.4,0,44.7,18.2,10.5,13.3
"2026/02/05","2026/02/09","1321","ＮＦ日経２２５","東証およびＰＴＳ",,"確報",8288,90,17213,205,8541,42457,-25244,464459520,5043600,964616520,11488200,478637640,2379290280,-1414673760,,,0,0,0,3515850,19809270,0,7.5,5.6,14.6,8.1,8.2,6.7,7.4
"2026/02/05","2026/02/09","1322","上場パンタ","東証およびＰＴＳ",,"確報",0,139,413,0,0,0,413,0,1570005,4664835,0,0,0,4664835,,,0,0,38640,0,0,0,37.7,0,18.9,37.7,0,0,0
"2026/02/05","2026/02/09","1325","ＮＦブラジル株","東証およびＰＴＳ",,"確報",0,1970,12190,0,0,2050,10140,0,600850,3717950,0,0,625250,3092700,,,0,0,0,41064,5945,0,6.8,29.2,3.4,6.1,0,16.8,33.5
"2026/02/05","2026/02/09","1326","ＳＰＤＲゴール","東証およびＰＴＳ",,"確報",14,135,462,0,0,0,462,994700,9591750,32825100,0,0,0,32825100,,,0,0,0,926970,0,0,3.6,4.1,3.2,3.6,0,0,0
"2026/02/05","2026/02/09","1328","ＮＦ金価格","東証およびＰＴＳ",,"確報",430,1462,17530,0,0,0,17530,7879750,26791150,321237250,0,0,0,321237250,,,0,0,0,7610420,0,0,9.2,13.5,13.7,13.6,0,0.3,0.5
"2026/02/05","2026/02/09","1329","ｉＳ２２５","東証およびＰＴＳ",,"確報",6451,14930,18230,6605,80,7709,10521,36196561,83772230,102288530,37060655,448880,43255199,59033331,,,0,0,0,1175196,52096,0,4.6,8.7,6.4,7.4,1.4,2.1,1.7
"2026/02/05","2026/02/09","1330","上場２２５","東証およびＰＴＳ",,"確報",564,1,2051,16,1504,4409,-2358,31629120,56080,115020080,897280,84344320,247256720,-132236640,,,0,0,0,654720,2594680,0,3.7,5.4,7.3,6.2,3.4,3.3,3.3
"2026/02/05","2026/02/09","1332","ニッスイ","東証およびＰＴＳ",,"確報",1000,6100,24700,0,5100,24700,0,1367000,8338700,33764900,0,6971700,33764900,0,,,0,0,432100,0,0,432100,9.7,10.8,9.4,10.1,6.8,14.6,9.3
"2026/02/05","2026/02/09","1333","マルハニチロ","東証およびＰＴＳ",,"確報",500,7500,13300,0,300,0,13300,717250,10758750,19078850,0,430350,0,19078850,,,0,0,50750,0,0,750,2.2,3.9,3.3,3.6,1,1,1
"2026/02/05","2026/02/09","133A","ＧＸ超短期米国債","東証およびＰＴＳ",,"確報",0,10,28,0,10,28,0,0,10610,29708,0,10610,29708,0,,,0,0,190,0,0,190,6,1295.6,3,6,1.7,6.6,2.8
