品貸料率一覧,,,,,,,,,,,,,,,
（注）取引所区分「東証」の貸株超過株数は東証およびPTSの貸借残高を合算した貸株超過株数です。最高料率および前日品貸料率は１日１株・口当り、また当日品貸料率は１日１株・口当りの品貸料率に当日品貸日数を乗じて表示してあります。,,,,,,,,,,,,,,,
抽出条件,全体,,,,,,,,,,,,,,
貸借申込日,決済日,コード,銘柄名,取引所区分,決算事由,決算等,貸借値段（円）,貸株超過株数,最高料率（円）,当日品貸料率（円）,当日品貸日数,前日品貸料率（円）,備考,制限,応札倍率ランク
20260204,20260206,1308,上場ＴＯＰＩＸ,東証,決算,20260708,3791.00,9288,60.00,0.00,3,5.00,,,F
20260204,20260206,1320,ｉＦ２２５年１,東証,決算,20260710,56250.00,12818,120.00,15.00,3,5.00,,,F
20260204,20260206,1321,ＮＦ日経２２５,東証,決算,20260708,56430.00,41778,120.00,15.00,3,5.00,,,F
20260204,20260206,1330,上場２２５,東証,決算,20260708,56520.00,4409,120.00,15.00,3,5.00,,,F
20260204,20260206,1332,ニッスイ,東証,決算,20260331,1352.50,0,2.80,*****,*****,*****,満額,,
20260204,20260206,133A,ＧＸ超短期米国債,東証,決算,20260324,1056.00,0,60.00,*****,*****,*****,満額,,
20260204,20260206,1346,ＭＸＳ２２５,東証,決算,20260716,56110.00,1325,120.00,15.00,3,5.00,,,F
20260204,20260206,1358,上場日経２倍,東証,決算,20260710,94680.00,2736,400.00,15.00,3,5.00,,注意,D
20260204,20260206,135A,ＶＲＡＩＮ,東証,決算,20260228,2461.00,0,5.00,*****,*****,*****,満額,,
20260204,20260206,1365,ｉＦ２２５ダブル,東証,決算,20270110,76430.00,898,320.00,15.00,3,5.00,,注意,E
20260204,20260206,1369,Ｏｎｅ・日経２２５,東証,決算,20260708,54450.00,271,120.00,15.00,3,5.00,,,F
20260204,20260206,1377,サカタのタネ,東証,決算,20260531,4175.00,0,8.40,*****,*****,*****,満額,,
20260204,20260206,1414,ショーボンドＨＤ,東証,決算,20260630,1449.50,0,3.00,*****,*****,*****,満額,,
20260204,20260206,1418,インターライフＨＤ,東証,決算,20260228,610.00,27800,2.80,0.15,3,0.05,,停止,F
20260204,20260206,1419,タマホーム,東証,決算,20260228,3850.00,330800,15.60,0.60,3,0.20,,停止,C
20260204,20260206,141A,トライアル,東証,決算,20260630,2924.00,28500,6.00,0.00,3,0.00,,,F
20260204,20260206,1429,日本アクア,東証,決算,20260630,878.00,0,1.80,*****,*****,*****,満額,,
20260204,20260206,1431,Ｌｉｂ　Ｗｏｒｋ,東証,決算,20260331,648.00,20400,1.40,0.15,3,0.05,,,F
20260204,20260206,1433,ベステラ,東証,決算,20260731,1180.00,0,2.40,*****,*****,*****,満額,,
20260204,20260206,1457,ｉＦＴＰＸベア,東証,決算,20270110,2048.00,0,60.00,*****,*****,*****,満額,,
20260204,20260206,1476,ｉＳＪリート,東証,決算,20260209,2095.00,646,120.00,0.00,3,*****,,,F
20260204,20260206,1477,ｉＳＭＳＣＩ最小分散,東証,決算,20260209,3156.00,28,120.00,15.00,3,5.00,,,F
20260204,20260206,1479,ｉＦＭＳＣＩ人材設備,東証,決算,20260710,45960.00,53,100.00,15.00,3,5.00,,,E
20260204,20260206,147A,ソラコム,東証,決算,20260430,1118.00,55600,2.40,0.15,3,0.05,,,E
20260204,20260206,1486,上場米債ヘッジなし,東証,決算,20260710,24145.00,0,80.00,*****,*****,*****,満額,,
20260204,20260206,1514,住石ホールディングス,東証,決算,20260331,773.00,0,3.20,*****,*****,*****,満額,停止,
20260204,20260206,153A,カウリス,東証,決算,20260630,1133.00,59200,2.40,0.15,3,0.05,,,D
20260204,20260206,1545,ナスダックヘッジ無,東証,決算,20260810,40010.00,0,100.00,*****,*****,0.00,満額,,
20260204,20260206,1546,ダウヘッジ無,東証,決算,20260810,74990.00,63,160.00,0.00,3,*****,,,F
