"申込日","決済日","銘柄コード","銘柄名","取引所区分名","上場区分","速報／確報","融資新規株数","融資返済株数","融資残高株数","貸株新規株数","貸株返済株数","貸株残高株数","差引残高株数","融資新規金額","融資返済金額","融資残高金額","貸株新規金額","貸株返済金額","貸株残高金額","差引残高金額","制度信用・買残高株数","制度信用・売残高株数","融資権利落額","貸株権利落額","合計・更新差金融資値上り","合計・更新差金融資値下り","合計・更新差金貸株値下り","合計・更新差金貸株値上り","総合回転日数","融資・新規回転日数","融資・返済回転日数","融資・残高回転日数","貸株・新規回転日数","貸株・返済回転日数","貸株・残高回転日数"
"2025/12/19","2025/12/23","1301","極洋","東証およびＰＴＳ",,"確報",0,0,6500,0,0,100,6400,0,0,30810000,0,0,474000,30336000,,,0,0,0,0,0,0,6.3,3.4,37.2,6.3,2,0,4
"2025/12/19","2025/12/23","1305","ｉＦＴＰＸ年１","東証およびＰＴＳ",,"確報",610,50,13760,0,1020,9570,4190,2188070,179350,49357120,0,3658740,34327590,15029530,,,0,0,396000,0,0,317700,58.8,27.9,160.9,47.5,2622.5,42.3,83.3
"2025/12/19","2025/12/23","1306","ＮＦＴＯＰＩＸ","東証およびＰＴＳ",,"確報",980,19110,58100,14720,8580,76270,-18170,3481940,67897830,206429300,52300160,30484740,270987310,-64558010,,,0,0,2439360,0,0,2244160,5.6,6.5,11.8,8.4,8.7,3.1,4.6
"2025/12/19","2025/12/23","1308","上場ＴＯＰＩＸ","東証およびＰＴＳ",,"確報",3478,5070,17063,3384,6,17261,-198,12214736,17805840,59925256,11884608,21072,60620632,-695376,,,0,0,503685,0,0,374841,5.5,4.1,7.4,5.3,8.5,4.3,5.7
"2025/12/19","2025/12/23","1309","ＮＦ中国株上証５０","東証およびＰＴＳ",,"確報",0,1,41,0,0,0,41,0,53010,2173410,0,0,0,2173410,,,0,0,3780,0,0,0,30.5,18,99,30.5,0,0,0
"2025/12/19","2025/12/23","130A","ＶＩＳ","東証およびＰＴＳ",,"確報",3500,0,23000,0,0,0,23000,1606500,0,10557000,0,0,0,10557000,,,0,0,19500,0,0,0,8.1,4.5,40.6,8.1,0,0,0
"2025/12/19","2025/12/23","1311","ＮＦＴＰＸ３０","東証およびＰＴＳ",,"確報",47,40,3274,0,0,0,3274,83613,71160,5824446,0,0,0,5824446,,,0,0,75141,0,0,0,9.6,9.3,12.3,10.6,2.2,1.5,1.8
"2025/12/19","2025/12/23","1319","ＮＦ日経３００","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/12/19","2025/12/23","1320","ｉＦ２２５年１","東証およびＰＴＳ",,"確報",107,0,1675,443,512,8855,-7180,5482680,0,85827000,22699320,26234880,453730200,-367903200,,,0,0,815360,0,0,4640480,12.2,35.1,66.2,45.9,22.4,7.2,10.9
"2025/12/19","2025/12/23","1321","ＮＦ日経２２５","東証およびＰＴＳ",,"確報",267,1649,7010,4692,84,78679,-71669,13718460,84725620,360173800,241074960,4315920,4042527020,-3682353220,,,0,0,3944240,0,0,34813370,15.1,4.5,12.5,6.6,69.3,9.6,16.9
"2025/12/19","2025/12/23","1322","上場パンタ","東証およびＰＴＳ",,"確報",0,0,341,0,0,0,341,0,0,3640175,0,0,0,3640175,,,0,0,0,22165,0,0,13.8,13.8,13.8,13.8,0,0,0
"2025/12/19","2025/12/23","1325","ＮＦブラジル株","東証およびＰＴＳ",,"確報",10,420,19220,0,0,0,19220,2469,103698,4745418,0,0,0,4745418,,,0,0,0,43186,0,0,6.9,4,25.8,6.9,0,1,2
"2025/12/19","2025/12/23","1326","ＳＰＤＲゴール","東証およびＰＴＳ",,"確報",50,0,712,0,0,0,712,3103500,0,44193840,0,0,0,44193840,,,0,0,0,39720,0,0,28.7,22.2,40.9,28.7,0,0,0
"2025/12/19","2025/12/23","1328","ＮＦ金価格","東証およびＰＴＳ",,"確報",761,935,27810,0,0,0,27810,12259710,15062850,448019100,0,0,0,448019100,,,0,0,0,419760,0,0,22,17.8,29.7,22.3,0,0,0
"2025/12/19","2025/12/23","1329","ｉＳ２２５","東証およびＰＴＳ",,"確報",0,29359,27272,210,29569,27272,0,0,151081414,140341712,1080660,152162074,140341712,0,,,0,0,1982085,0,0,1982085,4.7,5.2,4.7,4.9,4.6,4.2,4.4
"2025/12/19","2025/12/23","1330","上場２２５","東証およびＰＴＳ",,"確報",0,97,1699,287,88,4158,-2459,0,4995500,87498500,14780500,4532000,214137000,-126638500,,,0,0,880040,0,0,1939910,7.9,23.8,47.4,31.7,43.1,3.4,6.3
"2025/12/19","2025/12/23","1332","ニッスイ","東証およびＰＴＳ",,"確報",15600,0,31900,29500,8600,31900,0,18384600,0,37594150,34765750,10135100,37594150,0,,,0,0,0,350450,236500,0,2.9,3.8,5.1,4.4,1.9,2.3,2.1
"2025/12/19","2025/12/23","1333","マルハニチロ","東証およびＰＴＳ",,"確報",700,100,4900,0,200,2900,2000,2714600,387800,19002200,0,775600,11246200,7756000,,,0,0,227900,0,0,164300,8.1,11,5.6,7.4,21.3,6,9.4
"2025/12/19","2025/12/23","133A","ＧＸ超短期米国債","東証およびＰＴＳ",,"確報",57,707,1882,0,0,0,1882,59964,743764,1979864,0,0,0,1979864,,,0,0,5064,0,0,0,3.1,6,3.1,4.1,0,1,2
"2025/12/19","2025/12/23","1343","ＮＦＪ－ＲＥＩＴ","東証およびＰＴＳ",,"確報",0,8670,156380,1530,0,33590,122790,0,18792225,338953650,3316275,0,72806325,266147325,,,0,0,0,165050,32060,0,47.5,136.9,25,42.3,85.3,317.7,134.5
"2025/12/19","2025/12/23","1345","上場Ｊリート","東証およびＰＴＳ",,"確報",0,100,3000,0,0,500,2500,0,204500,6135000,0,0,1022500,5112500,,,0,0,29450,0,0,4750,14.8,23.7,9.2,13.3,0,26,52
"2025/12/19","2025/12/23","1346","ＭＸＳ２２５","東証およびＰＴＳ",,"確報",33,0,1715,226,51,2834,-1119,1698510,0,88271050,11632220,2624970,145865980,-57594930,,,0,0,874640,0,0,1382680,13.8,62.7,0,125.5,45.4,5.2,9.4
"2025/12/19","2025/12/23","1348","ＭＸＳトピクス","東証およびＰＴＳ",,"確報",0,15,4830,529,0,2870,1960,0,53010,17069220,1869486,0,10142580,6926640,,,0,0,92055,0,0,44479,29,691,691,691,8,12.9,9.9
"2025/12/19","2025/12/23","1349","アジア債券","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/12/19","2025/12/23","1356","ＴＰダブルインバース","東証およびＰＴＳ",,"確報",41300,800,384760,800,510,800,383960,7173810,138960,66832812,138960,88587,138960,66693852,,,0,0,0,1067206,1581,0,13.7,21.1,17.2,18.9,1,1.1,1
"2025/12/19","2025/12/23","1357","ＮＦ日経ダブインバ","東証およびＰＴＳ",,"確報",29791,721,624204,189,6165,199440,424764,180175968,4360608,3775185792,1143072,37285920,1206213120,2568972672,,,0,0,0,70820946,24444504,0,20.4,64.8,9.8,17.1,62.1,47.6,53.9
"2025/12/19","2025/12/23","1358","上場日経２倍","東証およびＰＴＳ",,"確報",12,308,2344,46,10,1667,677,947040,24307360,184988480,3630320,789200,131559640,53428840,,,0,0,3247200,0,0,2006130,7.6,4.6,9.1,6.1,137,5.7,10.9
"2025/12/19","2025/12/23","135A","ＶＲＡＩＮ","東証およびＰＴＳ",,"確報",900,3400,54100,100,2600,54100,0,2938500,11101000,176636500,326500,8489000,176636500,0,,,0,0,10471000,0,0,10471000,11.7,5.7,6.9,6.3,91.9,78.8,84.9
"2025/12/19","2025/12/23","1360","ダブルインバース日経","東証およびＰＴＳ",,"確報",397680,774560,9329330,10,0,10,9329320,59055480,115022160,1385405505,1485,0,1485,1385404020,,,0,0,0,30089251,0,0,24.6,33.9,20.4,25.5,1,0,0
"2025/12/19","2025/12/23","1364","ｉＳＪＰＸ日経４００","東証およびＰＴＳ",,"確報",0,8,43,0,1,13,30,0,25216,135536,0,3152,40976,94560,,,0,0,1479,0,0,406,7.5,4.4,27.9,7.6,33,4.1,7.3
"2025/12/19","2025/12/23","1365","ｉＦ２２５ダブル","東証およびＰＴＳ",,"確報",0,297,968,202,0,3636,-2668,0,19005030,61942320,12925980,0,232667640,-170725320,,,0,0,1429450,0,0,3880420,10.8,5.2,10.3,6.9,42.1,7.7,13
"2025/12/19","2025/12/23","1366","ｉＦ２２５Ｗベア","東証およびＰＴＳ",,"確報",25001,9099,836084,0,0,0,836084,3775151,1373949,126248684,0,0,0,126248684,,,0,0,0,2460546,0,0,26,68.3,16,26,0,0,0
"2025/12/19","2025/12/23","1367","ｉＦＴＰＸダブル","東証およびＰＴＳ",,"確報",0,387,1199,26,0,600,599,0,21006360,65081720,1411280,0,32568000,32513720,,,0,0,1363960,0,0,493640,4.9,2.9,4.3,3.5,85.2,40.8,55.2
"2025/12/19","2025/12/23","1368","ｉＦＴＰＸＷベア","東証およびＰＴＳ",,"確報",2004,50,25430,0,26,1079,24351,503004,12550,6382930,0,6526,270829,6112101,,,0,0,0,93904,4420,0,15.2,49.3,8.6,14.7,131.5,52.9,75.4
"2025/12/19","2025/12/23","1369","Ｏｎｅ・日経２２５","東証およびＰＴＳ",,"確報",0,9,239,11,14,348,-109,0,451260,11983460,551540,701960,17448720,-5465260,,,0,0,124000,0,0,175500,3.6,2.1,2.1,2.1,53.5,31.5,39.6
"2025/12/19","2025/12/23","1375","ユキグニファクトリー","東証およびＰＴＳ",,"確報",0,100,2700,0,0,0,2700,0,105300,2843100,0,0,0,2843100,,,0,0,30800,0,0,0,7.5,4,79,7.5,0,0,0
"2025/12/19","2025/12/23","1376","カネコ種苗","東証およびＰＴＳ",,"確報",0,0,3100,0,0,0,3100,0,0,4845300,0,0,0,4845300,,,0,0,37200,0,0,0,5.5,3.7,10.7,5.5,0,0,0
"2025/12/19","2025/12/23","1377","サカタのタネ","東証およびＰＴＳ",,"確報",500,800,10700,0,900,10100,600,2095000,3352000,44833000,0,3771000,42319000,2514000,,,0,0,0,0,0,0,6.3,3.1,4.1,3.6,35.3,17.6,23.5
"2025/12/19","2025/12/23","1379","ホクト","東証およびＰＴＳ",,"確報",300,0,2800,100,300,500,2300,618000,0,5768000,206000,618000,1030000,4738000,,,0,0,0,7500,2100,0,3.7,2.4,8.9,3.7,4.3,3,3.5
"2025/12/19","2025/12/23","137A","Ｃｏｃｏｌｉｖｅ","東証およびＰＴＳ",,"確報",0,900,8200,0,0,0,8200,0,936000,8528000,0,0,0,8528000,,,0,0,0,118300,0,0,4.5,2.6,19.4,4.5,0,0,0
"2025/12/19","2025/12/23","1380","秋川牧園","東証およびＰＴＳ",,"確報",0,0,400,0,0,0,400,0,0,400000,0,0,0,400000,,,0,0,0,0,0,0,9.3,0,4.7,9.3,0,0,0
"2025/12/19","2025/12/23","1381","アクシーズ","東証およびＰＴＳ",,"確報",0,0,4900,0,0,0,4900,0,0,19992000,0,0,0,19992000,,,0,0,0,0,0,0,13.8,7.2,173,13.8,0,0,0
"2025/12/19","2025/12/23","1382","ホーブ","東証およびＰＴＳ",,"確報",0,0,7500,0,0,0,7500,0,0,13582500,0,0,0,13582500,,,0,0,30000,0,0,0,8.8,4.4,0,8.8,0,0,0
"2025/12/19","2025/12/23","1383","ベルグアース","東証およびＰＴＳ",,"確報",200,0,5400,0,0,0,5400,614000,0,16578000,0,0,0,16578000,,,0,0,26000,0,0,0,9.3,4.9,86,9.3,0,0,0
"2025/12/19","2025/12/23","1384","ホクリヨウ","東証およびＰＴＳ",,"確報",500,0,18500,0,0,0,18500,1472500,0,54482500,0,0,0,54482500,,,0,0,522000,0,0,0,30.4,76,19,30.4,0,0,0
"2025/12/19","2025/12/23","138A","光フードサービス","東証およびＰＴＳ",,"確報",600,0,1500,0,0,0,1500,1503000,0,3757500,0,0,0,3757500,,,0,0,1800,0,0,0,3,2.1,5.3,3,0,0,0
"2025/12/19","2025/12/23","1397","ＳＭＤＡＭ　２２５","東証およびＰＴＳ",,"確報",0,0,0,3,0,6,-6,0,0,0,150030,0,300060,-300060,,,0,0,0,0,0,1140,2.6,3,3,3,3.2,2,2.5
"2025/12/19","2025/12/23","1398","ＳＭＤＡＭ　Ｊリート","東証およびＰＴＳ",,"確報",60,20,90,220,0,270,-180,123630,41210,185445,453310,0,556335,-370890,,,0,0,625,0,0,625,3.3,2.2,3.1,2.6,2.1,49,4.1
"2025/12/19","2025/12/23","1399","上場高配当低ボラ","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/12/19","2025/12/23","1401","エムビーエス","東証およびＰＴＳ",,"確報",0,0,3600,0,0,0,3600,0,0,4766400,0,0,0,4766400,,,0,0,93600,0,0,0,92,184,61.3,92,0,0,0
