"申込日","決済日","銘柄コード","銘柄名","取引所区分名","上場区分","速報／確報","融資新規株数","融資返済株数","融資残高株数","貸株新規株数","貸株返済株数","貸株残高株数","差引残高株数","融資新規金額","融資返済金額","融資残高金額","貸株新規金額","貸株返済金額","貸株残高金額","差引残高金額","制度信用・買残高株数","制度信用・売残高株数","融資権利落額","貸株権利落額","合計・更新差金融資値上り","合計・更新差金融資値下り","合計・更新差金貸株値下り","合計・更新差金貸株値上り","総合回転日数","融資・新規回転日数","融資・返済回転日数","融資・残高回転日数","貸株・新規回転日数","貸株・返済回転日数","貸株・残高回転日数"
"2026/02/04","2026/02/06","1301","極洋","東証およびＰＴＳ",,"確報",600,100,2800,0,100,1600,1200,3042000,507000,14196000,0,507000,8112000,6084000,,,0,0,46000,0,0,34000,4.8,14,2.6,4.3,5.7,17,8.5
"2026/02/04","2026/02/06","1305","ｉＦＴＰＸ年１","東証およびＰＴＳ",,"確報",2010,0,12040,530,10,9530,2510,7792770,0,46679080,2054810,38770,36947810,9731270,,,0,0,100300,0,0,90100,20.3,25.2,13.4,17.5,22.1,31.3,25.9
"2026/02/04","2026/02/06","1306","ＮＦＴＯＰＩＸ","東証およびＰＴＳ",,"確報",2240,430,29440,7860,0,28340,1100,8597120,1650340,112990720,30166680,0,108768920,4221800,,,0,0,193410,0,0,143360,5,10.8,2.5,4.1,6,19.9,9.3
"2026/02/04","2026/02/06","1308","上場ＴＯＰＩＸ","東証およびＰＴＳ",,"確報",3676,0,9054,0,2199,18342,-9288,13935716,0,34323714,0,8336409,69534522,-35210808,,,0,0,64536,0,0,246492,5.3,15.8,4.5,7,3.3,5,4
"2026/02/04","2026/02/06","1309","ＮＦ中国株上証５０","東証およびＰＴＳ",,"確報",0,20,42,0,0,0,42,0,1103600,2317560,0,0,0,2317560,,,0,0,68200,0,0,0,16,22.7,12.4,16,0,0,0
"2026/02/04","2026/02/06","130A","ＶＩＳ","東証およびＰＴＳ",,"確報",0,1200,19600,0,0,0,19600,0,597600,9760800,0,0,0,9760800,,,0,0,332800,0,0,0,39.6,80.8,26.3,39.6,0,0,0
"2026/02/04","2026/02/06","1311","ＮＦＴＰＸ３０","東証およびＰＴＳ",,"確報",1015,0,5500,0,0,1050,4450,1936620,0,10494000,0,0,2003400,8490600,,,0,0,0,13455,3150,0,11.5,9.3,23.5,13.4,2.3,0,4.5
"2026/02/04","2026/02/06","1319","ＮＦ日経３００","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026/02/04","2026/02/06","1320","ｉＦ２２５年１","東証およびＰＴＳ",,"確報",0,0,1556,53,1050,14374,-12818,0,0,87525000,2981250,59062500,808537500,-721012500,,,0,0,0,637960,6302110,0,19.2,0,0,0,12.2,29.9,17.3
"2026/02/04","2026/02/06","1321","ＮＦ日経２２５","東証およびＰＴＳ",,"確報",194,31,9015,200,14845,50793,-41778,10947420,1749330,508716450,11286000,837703350,2866248990,-2357532540,,,0,0,0,3717840,27483960,0,8.1,11.6,8.2,9.6,7.7,7.9,7.8
"2026/02/04","2026/02/06","1322","上場パンタ","東証およびＰＴＳ",,"確報",0,0,552,0,0,0,552,0,0,6196200,0,0,0,6196200,,,0,0,69000,0,0,0,0,0,0,0,0,0,0
