品貸料率一覧,,,,,,,,,,,,,,,
（注）取引所区分「東証」の貸株超過株数は東証およびPTSの貸借残高を合算した貸株超過株数です。最高料率および前日品貸料率は１日１株・口当り、また当日品貸料率は１日１株・口当りの品貸料率に当日品貸日数を乗じて表示してあります。,,,,,,,,,,,,,,,
抽出条件,全体,,,,,,,,,,,,,,
貸借申込日,決済日,コード,銘柄名,取引所区分,決算事由,決算等,貸借値段（円）,貸株超過株数,最高料率（円）,当日品貸料率（円）,当日品貸日数,前日品貸料率（円）,備考,制限,応札倍率ランク
20260212,20260216,1305,ｉＦＴＰＸ年１,東証,決算,20260710,4118.00,1300,10.00,0.50,1,*****,,,F
20260212,20260216,1306,ＮＦＴＯＰＩＸ,東証,決算,20260710,4077.00,10710,10.00,0.00,1,*****,,,F
20260212,20260216,1308,上場ＴＯＰＩＸ,東証,決算,20260708,4025.00,5175,60.00,0.00,1,0.00,,,F
20260212,20260216,1320,ｉＦ２２５年１,東証,決算,20260710,59710.00,11190,120.00,5.00,1,5.00,,,F
20260212,20260216,1321,ＮＦ日経２２５,東証,決算,20260708,59910.00,49508,120.00,5.00,1,5.00,,,F
20260212,20260216,1330,上場２２５,東証,決算,20260708,59970.00,7266,120.00,5.00,1,5.00,,,F
20260212,20260216,1332,ニッスイ,東証,決算,20260331,1543.50,0,3.20,*****,*****,*****,満額,,
20260212,20260216,1346,ＭＸＳ２２５,東証,決算,20260716,59570.00,1899,120.00,5.00,1,5.00,,,F
20260212,20260216,1358,上場日経２倍,東証,決算,20260710,106250.00,3906,440.00,5.00,1,5.00,,注意,B
20260212,20260216,135A,ＶＲＡＩＮ,東証,決算,20260228,2555.00,0,5.20,*****,*****,*****,満額,,
20260212,20260216,1364,ｉＳＪＰＸ日経４００,東証,決算,20260809,3570.00,0,60.00,*****,*****,*****,満額,,
20260212,20260216,1365,ｉＦ２２５ダブル,東証,決算,20270110,85950.00,2325,360.00,5.00,1,5.00,,注意,D
20260212,20260216,1367,ｉＦＴＰＸダブル,東証,決算,20270110,70910.00,90,160.00,0.00,1,0.00,,,F
20260212,20260216,1369,Ｏｎｅ・日経２２５,東証,決算,20260708,57830.00,440,120.00,5.00,1,5.00,,,F
20260212,20260216,1377,サカタのタネ,東証,決算,20260531,4325.00,0,8.80,*****,*****,0.05,満額,,
20260212,20260216,1398,ＳＭＤＡＭ　Ｊリート,東証,決算,20260308,2074.00,2280,8.00,0.50,1,*****,,,F
20260212,20260216,1418,インターライフＨＤ,東証,決算,20260228,595.00,8400,2.40,0.05,1,0.05,,停止,F
20260212,20260216,1419,タマホーム,東証,決算,20260228,3880.00,302800,15.60,0.20,1,0.20,,停止,D
20260212,20260216,141A,トライアル,東証,決算,20260630,3190.00,89600,6.40,0.05,1,0.00,,,F
20260212,20260216,1431,Ｌｉｂ　Ｗｏｒｋ,東証,決算,20260331,650.00,20100,1.40,0.05,1,0.00,,,F
