"申込日","決済日","銘柄コード","銘柄名","取引所区分名","上場区分","速報／確報","融資新規株数","融資返済株数","融資残高株数","貸株新規株数","貸株返済株数","貸株残高株数","差引残高株数","融資新規金額","融資返済金額","融資残高金額","貸株新規金額","貸株返済金額","貸株残高金額","差引残高金額","制度信用・買残高株数","制度信用・売残高株数","融資権利落額","貸株権利落額","合計・更新差金融資値上り","合計・更新差金融資値下り","合計・更新差金貸株値下り","合計・更新差金貸株値上り","総合回転日数","融資・新規回転日数","融資・返済回転日数","融資・残高回転日数","貸株・新規回転日数","貸株・返済回転日数","貸株・残高回転日数"
"2025/12/23","2025/12/25","1301","極洋","東証およびＰＴＳ",,"確報",200,0,2800,300,0,400,2400,970000,0,13580000,1455000,0,1940000,11640000,,,0,0,273000,0,0,10500,4.5,4.1,5.2,4.6,1.8,0,3.5
"2025/12/23","2025/12/25","1305","ｉＦＴＰＸ年１","東証およびＰＴＳ",,"確報",10,220,13230,490,0,10050,3180,36250,797500,47958750,1776250,0,36431250,11527500,,,0,0,188160,0,0,133840,55.1,41.4,73.6,53,97.2,41.4,58.1
"2025/12/23","2025/12/25","1306","ＮＦＴＯＰＩＸ","東証およびＰＴＳ",,"確報",0,20030,49520,1200,18380,70820,-21300,0,71867640,177677760,4305600,65947440,254102160,-76424400,,,0,0,1112800,0,0,1408000,7.6,10.8,7,8.5,9.3,5.6,6.9
"2025/12/23","2025/12/25","1308","上場ＴＯＰＩＸ","東証およびＰＴＳ",,"確報",2130,6088,12005,4842,4219,16586,-4581,7555110,21594136,42581735,17174574,14964793,58830542,-16248807,,,0,0,303297,0,0,303297,6.9,9.2,4.6,6.1,6.4,10.9,8.1
"2025/12/23","2025/12/25","1309","ＮＦ中国株上証５０","東証およびＰＴＳ",,"確報",1,0,41,0,0,0,41,53390,0,2188990,0,0,0,2188990,,,0,0,0,10000,0,0,82,102.5,68.3,82,0,0,0
"2025/12/23","2025/12/25","130A","ＶＩＳ","東証およびＰＴＳ",,"確報",1300,300,11300,0,0,0,11300,663000,153000,5763000,0,0,0,5763000,,,0,0,824000,0,0,0,4.3,4,4.5,4.3,0,0,0
"2025/12/23","2025/12/25","1311","ＮＦＴＰＸ３０","東証およびＰＴＳ",,"確報",0,893,2174,108,0,108,2066,0,1598470,3891460,193320,0,193320,3698140,,,0,0,15335,0,0,0,11.6,14.6,10.9,12.5,1,1.1,1
"2025/12/23","2025/12/25","1319","ＮＦ日経３００","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/12/23","2025/12/25","1320","ｉＦ２２５年１","東証およびＰＴＳ",,"確報",0,0,1568,1576,131,12221,-10653,0,0,81677120,82093840,6823790,636591890,-554914770,,,0,0,0,31360,215520,0,12.6,73.6,34.7,47.2,9.8,13.3,11.3
"2025/12/23","2025/12/25","1321","ＮＦ日経２２５","東証およびＰＴＳ",,"確報",242,278,5497,4588,7689,87223,-81726,12656600,14539400,287493100,239952400,402134700,4561762900,-4274269800,,,0,0,221320,0,0,3612960,15.7,5.4,5.5,5.4,18.5,19.1,18.8
