"申込日","決済日","銘柄コード","銘柄名","取引所区分名","上場区分","速報／確報","融資新規株数","融資返済株数","融資残高株数","貸株新規株数","貸株返済株数","貸株残高株数","差引残高株数","融資新規金額","融資返済金額","融資残高金額","貸株新規金額","貸株返済金額","貸株残高金額","差引残高金額","制度信用・買残高株数","制度信用・売残高株数","融資権利落額","貸株権利落額","合計・更新差金融資値上り","合計・更新差金融資値下り","合計・更新差金貸株値下り","合計・更新差金貸株値上り","総合回転日数","融資・新規回転日数","融資・返済回転日数","融資・残高回転日数","貸株・新規回転日数","貸株・返済回転日数","貸株・残高回転日数"
"2026/01/28","2026/01/30","1301","極洋","東証およびＰＴＳ",,"確報",5000,0,11300,0,200,800,10500,25600000,0,57856000,0,1024000,4096000,53760000,,,0,0,252000,0,0,40000,6,3.2,38.9,5.8,7.6,7.6,7.6
"2026/01/28","2026/01/30","1305","ｉＦＴＰＸ年１","東証およびＰＴＳ",,"確報",210,0,14190,0,10,8940,5250,786870,0,53169930,0,37470,33498180,19671750,,,0,0,0,461340,295350,0,21.5,13.1,32.7,18.7,44.7,20,27.6
"2026/01/28","2026/01/30","1306","ＮＦＴＯＰＩＸ","東証およびＰＴＳ",,"確報",50450,0,90050,3200,9970,17150,72900,187068600,0,333905400,11865600,36968760,63592200,270313200,,,0,0,0,1267200,765440,0,3.5,2.3,18.2,4.2,4.7,2.4,3.1
"2026/01/28","2026/01/30","1308","上場ＴＯＰＩＸ","東証およびＰＴＳ",,"確報",7000,651,21878,0,3158,12371,9507,25662000,2386566,80204748,0,11577228,45352086,34852662,,,0,0,0,403754,403754,0,6.7,3.8,12.1,5.8,11,5.9,7.7
"2026/01/28","2026/01/30","1309","ＮＦ中国株上証５０","東証およびＰＴＳ",,"確報",20,0,52,0,0,0,52,1082200,0,2813720,0,0,0,2813720,,,0,0,0,10880,0,0,18,9,0,18,0,0,0
"2026/01/28","2026/01/30","130A","ＶＩＳ","東証およびＰＴＳ",,"確報",800,2700,22300,0,0,0,22300,384800,1298700,10726300,0,0,0,10726300,,,0,0,0,338800,0,0,18.4,17.4,19.5,18.4,0,0,0
"2026/01/28","2026/01/30","1311","ＮＦＴＰＸ３０","東証およびＰＴＳ",,"確報",20,145,3910,0,0,50,3860,37120,269120,7256960,0,0,92800,7164160,,,0,0,0,16140,200,0,27.2,20.3,39.3,26.8,0,0,0
"2026/01/28","2026/01/30","1319","ＮＦ日経３００","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026/01/28","2026/01/30","1320","ｉＦ２２５年１","東証およびＰＴＳ",,"確報",0,0,1556,249,178,10967,-9411,0,0,85844520,13737330,9820260,605049390,-519204870,,,0,0,62240,0,0,435840,17.6,0,5.4,10.7,37,14.1,20.4
"2026/01/28","2026/01/30","1321","ＮＦ日経２２５","東証およびＰＴＳ",,"確報",2428,263,10782,390,8114,50260,-39478,134511200,14570200,597322800,21606000,449515600,2784404000,-2187081200,,,0,0,517020,0,0,3479040,10.3,7.7,19.6,11.1,10.8,9.5,10.2
"2026/01/28","2026/01/30","1322","上場パンタ","東証およびＰＴＳ",,"確報",20,0,552,0,0,0,552,221500,0,6113400,0,0,0,6113400,,,0,0,0,50540,0,0,11.3,6,86,11.3,0,0,0
"2026/01/28","2026/01/30","1325","ＮＦブラジル株","東証およびＰＴＳ",,"確報",3790,40,18180,1000,0,2700,15480,1139274,12024,5464908,300600,0,811620,4653288,,,0,0,141414,0,0,16660,10.6,15.4,8.7,11.1,3.5,951,7
"2026/01/28","2026/01/30","1326","ＳＰＤＲゴール","東証およびＰＴＳ",,"確報",0,60,514,0,0,0,514,0,4427400,37928060,0,0,0,37928060,,,0,0,861000,0,0,0,15.4,11.2,24.6,15.4,0,0,0
"2026/01/28","2026/01/30","1328","ＮＦ金価格","東証およびＰＴＳ",,"確報",1104,2098,18682,0,0,0,18682,21053280,40008860,356265740,0,0,0,356265740,,,0,0,7575260,0,0,0,3.6,3.2,4.2,3.7,0,0,0
"2026/01/28","2026/01/30","1329","ｉＳ２２５","東証およびＰＴＳ",,"確報",0,2676,23898,1801,0,1801,22097,0,14851800,132633900,9995550,0,9995550,122638350,,,0,0,132870,0,0,0,15.5,13.7,23,17.2,1,51.5,2
"2026/01/28","2026/01/30","1330","上場２２５","東証およびＰＴＳ",,"確報",4,36,1658,136,463,4871,-3213,221760,1995840,91919520,7539840,25668720,270048240,-178128720,,,0,0,0,0,0,0,8.7,50.9,6.8,12,8.8,7.5,8.1
"2026/01/28","2026/01/30","1332","ニッスイ","東証およびＰＴＳ",,"確報",11600,4000,36200,0,10400,18200,18000,14732000,5080000,45974000,0,13208000,23114000,22860000,,,0,0,0,958100,958100,0,4.2,7.6,11.4,9.1,1.6,2.7,2
"2026/01/28","2026/01/30","1333","マルハニチロ","東証およびＰＴＳ",,"確報",700,0,19600,5800,300,5800,13800,973350,0,27253800,8064900,417150,8064900,19188900,,,0,0,0,207900,3300,0,13,26.9,32.9,29.6,1,5.1,1.7
"2026/01/28","2026/01/30","133A","ＧＸ超短期米国債","東証およびＰＴＳ",,"確報",0,16,23293,0,0,0,23293,0,16464,23968497,0,0,0,23968497,,,0,0,0,349635,0,0,728.4,640.4,3237.5,1069.3,1,0,0
"2026/01/28","2026/01/30","1343","ＮＦＪ－ＲＥＩＴ","東証およびＰＴＳ",,"確報",1620,6040,207060,4340,40,37980,169080,3461940,12907480,442487220,9274580,85480,81163260,361323960,,,0,0,0,634440,101040,0,29.1,15.4,106.9,27,28.7,212,50.6
"2026/01/28","2026/01/30","1345","上場Ｊリート","東証およびＰＴＳ",,"確報",5000,200,12600,1000,0,1000,11600,10032500,401300,25281900,2006500,0,2006500,23275400,,,0,0,0,19500,0,0,5.4,3.6,13.8,5.7,1,0,2
"2026/01/28","2026/01/30","1346","ＭＸＳ２２５","東証およびＰＴＳ",,"確報",0,0,1605,0,56,2617,-1012,0,0,88419450,0,3085040,144170530,-55751080,,,0,0,128400,0,0,213840,25.8,142.8,307.5,195,17.6,17.2,17.4
"2026/01/28","2026/01/30","1348","ＭＸＳトピクス","東証およびＰＴＳ",,"確報",1,0,5087,308,72,3732,1355,3666,0,18648942,1129128,263952,13681512,4967430,,,0,0,0,157666,108376,0,8.3,62,10.4,17.9,4.4,5.3,4.8
"2026/01/28","2026/01/30","1349","アジア債券","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026/01/28","2026/01/30","1356","ＴＰダブルインバース","東証およびＰＴＳ",,"確報",21980,7670,284570,29410,0,85490,199080,3461850,1208025,44819775,4632075,0,13464675,31355100,,,0,0,540520,0,0,112160,14,37.4,12.6,18.8,2.8,59.1,5.4
"2026/01/28","2026/01/30","1357","ＮＦ日経ダブインバ","東証およびＰＴＳ",,"確報",62305,181466,739159,94541,6048,396337,342822,320434615,933279638,3801494737,486224363,31104864,2038361191,1763133546,,,0,0,0,10299840,3694128,0,9.5,9.6,6.8,8,15.7,42.8,23
"2026/01/28","2026/01/30","1358","上場日経２倍","東証およびＰＴＳ",,"確報",331,219,351,55,787,1185,-834,30190510,19974990,32014710,5016550,71782270,108083850,-76069140,,,0,0,40630,0,0,325890,3.7,2.4,1.4,1.8,8.6,5.6,6.8
"2026/01/28","2026/01/30","135A","ＶＲＡＩＮ","東証およびＰＴＳ",,"確報",2300,500,66000,1800,0,66000,0,5968500,1297500,171270000,4671000,0,171270000,0,,,0,0,0,4494000,4494000,0,14.7,7.6,9.5,8.5,32.4,256.6,57.6
"2026/01/28","2026/01/30","1360","ダブルインバース日経","東証およびＰＴＳ",,"確報",66790,188630,7661060,4020,230,52820,7608240,8435577,23823969,967591878,507726,29049,6671166,960920712,,,0,0,0,1556580,9806,0,19.3,27.5,15.4,19.7,3.3,3.8,3.5
"2026/01/28","2026/01/30","1364","ｉＳＪＰＸ日経４００","東証およびＰＴＳ",,"確報",0,1,15,1,2,15,0,0,3292,49380,3292,6584,49380,0,,,0,0,0,176,176,0,1.7,2.3,1.4,1.8,45,0.8,1.6
"2026/01/28","2026/01/30","1365","ｉＦ２２５ダブル","東証およびＰＴＳ",,"確報",218,10,1140,100,7,865,275,16086220,737900,84120600,7379000,516530,63828350,20292250,,,0,0,158440,0,0,131240,5.8,6,10,7.5,5.8,4.1,4.8
"2026/01/28","2026/01/30","1366","ｉＦ２２５Ｗベア","東証およびＰＴＳ",,"確報",6407,10000,730720,0,0,0,730720,826503,1290000,94262880,0,0,0,94262880,,,0,0,0,0,0,0,30.5,53.6,21.4,30.5,0,0,0
"2026/01/28","2026/01/30","1367","ｉＦＴＰＸダブル","東証およびＰＴＳ",,"確報",155,0,1097,0,13,425,672,9131050,0,64624270,0,765830,25036750,39587520,,,0,0,0,942000,438000,0,5.8,3.3,4.7,3.9,62.4,21.7,32.2
"2026/01/28","2026/01/30","1368","ｉＦＴＰＸＷベア","東証およびＰＴＳ",,"確報",0,2501,14448,3,0,234,14214,0,570228,3294144,684,0,53352,3240792,,,0,0,50847,0,0,693,19.1,9999.9,9.6,19.1,8.5,342.3,16.6
"2026/01/28","2026/01/30","1369","Ｏｎｅ・日経２２５","東証およびＰＴＳ",,"確報",1,0,364,0,0,386,-22,53450,0,19455800,0,0,20631700,-1175900,,,0,0,3630,0,0,3860,46.5,27.5,154.7,46.6,44.8,48,46.4
"2026/01/28","2026/01/30","1375","ユキグニファクトリー","東証およびＰＴＳ",,"確報",0,0,1800,0,0,0,1800,0,0,1886400,0,0,0,1886400,,,0,0,0,12600,0,0,32,16,0,32,0,0,0
"2026/01/28","2026/01/30","1376","カネコ種苗","東証およびＰＴＳ",,"確報",0,0,600,0,0,0,600,0,0,880800,0,0,0,880800,,,0,0,0,9600,0,0,11,11,11,11,0,0,0
"2026/01/28","2026/01/30","1377","サカタのタネ","東証およびＰＴＳ",,"確報",1100,200,28500,100,2000,5800,22700,4422000,804000,114570000,402000,8040000,23316000,91254000,,,0,0,0,1794000,500500,0,7.3,4.1,52.6,7.6,4.3,13.3,6.5
