品貸料率一覧,,,,,,,,,,,,,,,
（注）取引所区分「東証」の貸株超過株数は東証およびPTSの貸借残高を合算した貸株超過株数です。最高料率および前日品貸料率は１日１株・口当り、また当日品貸料率は１日１株・口当りの品貸料率に当日品貸日数を乗じて表示してあります。,,,,,,,,,,,,,,,
抽出条件,全体,,,,,,,,,,,,,,
貸借申込日,決済日,コード,銘柄名,取引所区分,決算事由,決算等,貸借値段（円）,貸株超過株数,最高料率（円）,当日品貸料率（円）,当日品貸日数,前日品貸料率（円）,備考,制限,応札倍率ランク
20251224,20251226,1320,ｉＦ２２５年１,東証,決算,20260710,52090.00,10838,120.00,15.00,3,5.00,,,F
20251224,20251226,1321,ＮＦ日経２２５,東証,決算,20260708,52240.00,71781,120.00,15.00,3,5.00,,,F
20251224,20251226,1329,ｉＳ２２５,東証,決算,20260209,5241.00,0,60.00,*****,*****,*****,満額,,
20251224,20251226,1330,上場２２５,東証,決算,20260708,52350.00,6601,120.00,15.00,3,5.00,,,F
20251224,20251226,1346,ＭＸＳ２２５,東証,決算,20260116,52340.00,1664,120.00,15.00,3,5.00,,,F
20251224,20251226,1358,上場日経２倍,東証,決算,20260710,81640.00,800,360.00,15.00,3,5.00,,注意,F
20251224,20251226,135A,ＶＲＡＩＮ,東証,決算,20260228,3190.00,0,6.40,*****,*****,*****,満額,,
20251224,20251226,1365,ｉＦ２２５ダブル,東証,決算,20260110,66090.00,3669,140.00,15.00,3,5.00,,,D
20251224,20251226,1369,Ｏｎｅ・日経２２５,東証,決算,20260108,50890.00,0,120.00,*****,*****,*****,満額,,
20251224,20251226,1377,サカタのタネ,東証,決算,20260531,4220.00,0,8.60,*****,*****,*****,満額,,
20251224,20251226,1379,ホクト,東証,決算,20260331,2025.00,0,4.20,*****,*****,*****,満額,,
20251224,20251226,1397,ＳＭＤＡＭ　２２５,東証,決算,20260408,50880.00,12,120.00,15.00,3,5.00,,,F
20251224,20251226,1418,インターライフＨＤ,東証,決算,20260228,677.00,82800,1.40,0.15,3,0.05,,,E
20251224,20251226,1419,タマホーム,東証,決算,20260228,3540.00,242600,7.20,0.45,3,0.15,,,C
20251224,20251226,141A,トライアル,東証,決算,20251231,2849.00,435800,11.60,0.30,3,0.10,,,E
20251224,20251226,1431,Ｌｉｂ　Ｗｏｒｋ,東証,決算,20251231,682.00,32300,5.60,0.15,3,0.05,,注意,F
20251224,20251226,1433,ベステラ,東証,決算,20260131,1247.00,0,2.60,*****,*****,*****,満額,,
20251224,20251226,1466,ｉＦＪ４００Ｗベア,東証,決算,20260110,321.00,0,60.00,*****,*****,*****,満額,,
20251224,20251226,1479,ｉＦＭＳＣＩ人材設備,東証,決算,20260110,44590.00,54,100.00,15.00,3,5.00,,,C
20251224,20251226,147A,ソラコム,東証,決算,20260430,1263.00,33800,2.60,0.15,3,0.05,,,F
20251224,20251226,1487,上場米債ヘッジあり,東証,決算,20260110,12695.00,0,70.00,*****,*****,*****,満額,,
20251224,20251226,1493,Ｏｎｅ・中小型,東証,決算,20260108,22150.00,4,80.00,0.00,3,0.00,,,E
20251224,20251226,1494,Ｏｎｅ・高配当日本株,東証,決算,20260408,39670.00,17,90.00,0.00,3,*****,,,F
20251224,20251226,1499,ＭＸＳ高配当７０ＭＮ,東証,決算,20260110,9029.00,83,60.00,15.00,3,5.00,,,F
20251224,20251226,1514,住石ホールディングス,東証,決算,20260331,518.00,158000,2.40,0.15,3,0.05,,注意,E
20251224,20251226,153A,カウリス,東証,決算,20251231,1192.00,34200,4.80,0.15,3,0.05,,,F
20251224,20251226,1545,ナスダックヘッジ無,東証,決算,20260810,40300.00,3504,100.00,0.00,3,5.00,,,F
20251224,20251226,1546,ダウヘッジ無,東証,決算,20260810,73320.00,48,160.00,0.00,3,0.00,,,F
20251224,20251226,1550,ＭＸＳ外株ＭＳＣＩ,東証,決算,20260608,7205.00,0,60.00,*****,*****,*****,満額,,
20251224,20251226,1554,上場インデＭＳ世界,東証,決算,20260120,6014.00,0,60.00,*****,*****,*****,満額,,
20251224,20251226,1555,上場インデＡリート,東証,決算,20260110,2551.00,0,60.00,*****,*****,*****,満額,,
20251224,20251226,155A,情報戦略テクノロジー,東証,決算,20251231,1236.00,13000,10.40,0.15,3,*****,,注意,F
20251224,20251226,1569,トピックスインバース,東証,決算,20260220,924.00,0,6.00,*****,*****,*****,満額,,
20251224,20251226,1573,Ｈ株インバース,東証,決算,20261204,7957.00,810,32.00,1.50,3,0.50,,注意,D
20251224,20251226,1591,ＮＦＪＰＸ４００,東証,決算,20260407,30770.00,96,90.00,15.00,3,5.00,,,F
20251224,20251226,1592,上場ＪＰＸ日経４００,東証,決算,20260108,2849.00,0,60.00,*****,*****,*****,満額,,
20251224,20251226,1593,ＭＸＳＪＰＸ４００,東証,決算,20260116,31820.00,10,90.00,15.00,3,5.00,,,F
20251224,20251226,1599,ｉＦＪＰＸ日経４００,東証,決算,20260110,31590.00,2,90.00,15.00,3,5.00,,,F
20251224,20251226,1617,ＮＦ食品Ｔ１７,東証,決算,20260715,41190.00,50,100.00,15.00,3,5.00,,,F
20251224,20251226,1620,ＮＦ素材化学Ｔ１７,東証,決算,20260715,31360.00,0,90.00,*****,*****,*****,満額,,
20251224,20251226,1625,ＮＦ電機精密Ｔ１７,東証,決算,20260715,48950.00,14,100.00,15.00,3,5.00,,,F
20251224,20251226,1626,ＮＦ情通・他Ｔ１７,東証,決算,20260715,42170.00,0,100.00,*****,*****,*****,満額,,
20251224,20251226,1628,ＮＦ運輸物流Ｔ１７,東証,決算,20260715,20910.00,0,80.00,*****,*****,5.00,満額,,
20251224,20251226,1632,ＮＦ金融Ｔ１７,東証,決算,20260715,33880.00,2,90.00,0.00,3,0.00,,,F
20251224,20251226,1659,ｉＳ米国リート,東証,決算,20260209,3304.00,0,60.00,*****,*****,5.00,満額,,
20251224,20251226,1660,ＭＸＳ高利Ｊリート,東証,決算,20260110,11845.00,0,70.00,*****,*****,*****,満額,,
20251224,20251226,1663,Ｋ＆Ｏエナジー,東証,決算,20251231,3785.00,0,15.20,*****,*****,*****,満額,,
20251224,20251226,167A,リョーサン菱洋,東証,決算,20260331,3085.00,0,6.20,*****,*****,*****,満額,,
20251224,20251226,1721,コムシスＨＤ,東証,決算,20251231,4515.00,0,18.40,*****,*****,*****,満額,,
20251224,20251226,1762,高松コンストラクシＧ,東証,決算,20260331,4125.00,39300,8.40,0.45,3,0.15,,,E
20251224,20251226,1766,東建コーポレーション,東証,決算,20260430,14640.00,6800,29.40,1.50,3,0.50,,,E
20251224,20251226,1780,ヤマウラ,東証,決算,20260331,1455.00,0,3.00,*****,*****,0.00,満額,,
20251224,20251226,1786,オリエンタル白石,東証,決算,20260331,411.00,76900,1.00,0.00,3,0.00,,,F
20251224,20251226,1803,清水建設,東証,決算,20260331,2666.00,0,5.40,*****,*****,*****,満額,,
20251224,20251226,1808,長谷工コーポ,東証,決算,20260331,3080.00,30300,6.20,0.15,3,0.00,,,F
20251224,20251226,1811,銭高組,東証,決算,20251231,7620.00,0,30.80,*****,*****,*****,満額,,
20251224,20251226,1813,不動テトラ,東証,決算,20260331,2624.00,0,5.40,*****,*****,*****,満額,,
20251224,20251226,1814,大末建設,東証,決算,20260331,3705.00,0,7.60,*****,*****,*****,満額,,
20251224,20251226,1822,大豊建設,東証,決算,20251231,765.00,0,3.20,*****,*****,*****,満額,,
20251224,20251226,1827,ナカノフドー建設,東証,決算,20260331,1113.00,0,2.40,*****,*****,*****,満額,,
20251224,20251226,1833,奥村組,東証,決算,20260331,6170.00,0,12.40,*****,*****,*****,満額,,
20251224,20251226,1860,戸田建設,東証,決算,20260331,1266.00,30300,2.60,0.15,3,*****,,,F
20251224,20251226,186A,アストロスケール,東証,決算,20260430,677.00,0,1.40,*****,*****,*****,満額,,
20251224,20251226,1871,ピーエス,東証,決算,20260331,2936.00,0,6.00,*****,*****,*****,満額,,
20251224,20251226,1879,新日本建設,東証,決算,20260331,2018.00,0,4.20,*****,*****,*****,満額,,
20251224,20251226,1887,日本国土開発,東証,決算,20260531,525.00,0,1.20,*****,*****,*****,満額,,
20251224,20251226,1899,福田組,東証,決算,20251231,7740.00,15900,31.20,0.45,3,0.15,,,F
20251224,20251226,1930,北陸電気工事,東証,決算,20251231,1502.00,0,6.40,*****,*****,*****,満額,,
20251224,20251226,1934,ユアテック,東証,決算,20260331,2793.00,0,5.60,*****,*****,*****,満額,,
20251224,20251226,1964,中外炉工業,東証,決算,20260331,4340.00,0,8.80,*****,*****,*****,満額,,
20251224,20251226,1965,テクノ菱和,東証,決算,20260331,6470.00,0,13.00,*****,*****,*****,満額,,
20251224,20251226,1967,ヤマト,東証,決算,20260320,2069.00,0,4.20,*****,*****,0.00,満額,,
20251224,20251226,1968,太平電業,東証,決算,20251231,2138.00,17200,8.80,0.15,3,0.05,,,F
20251224,20251226,1976,明星工業,東証,決算,20260331,1708.00,29300,3.60,0.30,3,0.10,,,F
20251224,20251226,197A,タウンズ,東証,決算,20251231,516.00,0,2.40,*****,*****,*****,満額,,
20251224,20251226,1982,日比谷総合設備,東証,決算,20260331,4675.00,11300,9.40,0.60,3,0.20,,,E
20251224,20251226,2001,ニップン,東証,臨時,20251231,2377.00,0,9.60,*****,*****,*****,満額,,
20251224,20251226,2002,日清製粉グループ本社,東証,臨時,20251231,1909.00,0,8.00,*****,*****,*****,満額,,
20251224,20251226,2003,日東富士製粉,東証,決算,20260331,7000.00,1100,14.00,0.00,3,0.00,,,F
20251224,20251226,2004,昭和産業,東証,決算,20260331,2937.00,13500,6.00,0.15,3,0.05,,,F
20251224,20251226,2012,ｉＳ米国債０３月,東証,決算,20260111,231.50,10,6.00,0.00,3,*****,,,F
20251224,20251226,2013,ｉＳ米国高配当株,東証,決算,20260209,256.20,0,6.00,*****,*****,*****,満額,,
20251224,20251226,2053,中部飼料,東証,決算,20260331,1731.00,2000,3.60,0.00,3,0.00,,,F
20251224,20251226,2098,ＧＸホテリテＪリート,東証,決算,20260224,1131.00,0,120.00,*****,*****,*****,満額,注意,
20251224,20251226,2117,ウェルネオシュガー,東証,決算,20260331,2803.00,0,5.80,*****,*****,*****,満額,,
20251224,20251226,2138,クルーズ,東証,決算,20260331,556.00,0,1.20,*****,*****,*****,満額,,
20251224,20251226,2154,オープンアップＧ,東証,決算,20251231,1853.00,0,7.60,*****,*****,*****,満額,,
20251224,20251226,215A,タイミー,東証,決算,20260430,1237.00,856400,5.20,0.15,3,0.05,,注意,C
20251224,20251226,2160,ジーエヌアイグループ,東証,決算,20251231,2409.00,28000,10.00,0.00,3,0.00,,,F
20251224,20251226,2168,パソナグループ,東証,決算,20260531,1960.00,5400,4.00,0.00,3,0.00,,,F
20251224,20251226,2169,ＣＤＳ,東証,決算,20251231,1815.00,0,7.60,*****,*****,*****,満額,,
20251224,20251226,2170,リンク＆モチベ,東証,決算,20251231,510.00,0,2.40,*****,*****,*****,満額,,
20251224,20251226,2193,クックパッド,東証,決算,20251231,148.00,0,2.00,*****,*****,*****,満額,,
20251224,20251226,2198,アイ・ケイ・ケイＨＤ,東証,決算,20260430,788.00,5500,1.60,0.00,3,0.05,,,F
20251224,20251226,219A,Ｈｅａｒｔｓｅｅｄ,東証,決算,20251231,1777.00,371500,14.40,0.30,3,0.10,,停止,C
20251224,20251226,2201,森永製菓,東証,決算,20260331,2667.00,0,5.40,*****,*****,*****,満額,,
20251224,20251226,2204,中村屋,東証,決算,20260331,3060.00,0,6.20,*****,*****,*****,満額,,
20251224,20251226,2206,江崎グリコ,東証,決算,20251231,5506.00,43600,22.40,0.60,3,0.20,,,F
20251224,20251226,2211,不二家,東証,決算,20251231,2630.00,70700,21.60,0.30,3,0.05,,注意,E
20251224,20251226,2216,カンロ,東証,決算,20251231,1577.00,0,6.40,*****,*****,*****,満額,,
20251224,20251226,2217,モロゾフ,東証,決算,20260131,1516.00,30300,3.20,0.15,3,0.05,,,F
20251224,20251226,2222,寿スピリッツ,東証,決算,20260331,1885.00,1200,3.80,0.00,3,*****,,,F
20251224,20251226,2226,湖池屋,東証,決算,20260331,4615.00,2500,9.40,0.60,3,0.20,,,F
20251224,20251226,2229,カルビー,東証,決算,20260331,2985.50,8100,6.00,0.15,3,0.00,,,F
20251224,20251226,2264,森永乳業,東証,決算,20251231,3758.00,0,15.20,*****,*****,*****,満額,,
20251224,20251226,2266,六甲バター,東証,決算,20251231,1241.00,27000,5.20,0.15,3,0.05,,,F
20251224,20251226,2270,雪印メグミルク,東証,決算,20260331,3235.00,5000,6.60,0.15,3,0.05,,,F
20251224,20251226,2282,日本ハム,東証,決算,20260331,6587.00,33300,13.20,0.75,3,0.25,,,F
20251224,20251226,2288,丸大食品,東証,決算,20260331,2183.00,4800,4.40,0.15,3,0.05,,,F
20251224,20251226,2291,福留ハム,東証,決算,20260331,604.00,19000,1.40,0.00,3,0.00,,,E
20251224,20251226,2292,エス　フーズ,東証,決算,20260228,2687.00,0,5.40,*****,*****,*****,満額,,
20251224,20251226,2294,柿安本店,東証,決算,20260430,2655.00,71300,5.40,0.30,3,0.05,,,E
20251224,20251226,2296,伊藤ハム米久ＨＤ,東証,決算,20251231,5640.00,13300,22.80,0.30,3,0.10,,,F
20251224,20251226,2305,スタジオアリス,東証,決算,20260228,2016.00,1000,4.20,0.00,3,0.05,,,F
20251224,20251226,2325,ＮＪＳ,東証,決算,20251231,5120.00,15700,41.60,0.60,3,0.05,,注意,F
20251224,20251226,2327,日鉄ソリューションズ,東証,決算,20251231,4425.00,1600,18.00,0.00,3,0.00,,,F
20251224,20251226,2335,キューブシステム,東証,決算,20260331,1111.00,0,2.40,*****,*****,*****,満額,,
20251224,20251226,2337,いちご,東証,決算,20260228,423.00,93400,1.00,0.00,3,0.00,,,F
20251224,20251226,2378,ルネサンス,東証,決算,20260331,1079.00,0,2.20,*****,*****,*****,満額,,
20251224,20251226,2389,デジタルＨＤ,東証,決算,20251231,2015.00,34300,16.80,0.15,3,0.05,,停止,D
20251224,20251226,2404,鉄人化ＨＤ,東証,決算,20260228,475.00,0,1.00,*****,*****,*****,満額,,
20251224,20251226,241A,ＲＯＸＸ,東証,決算,20260331,437.00,0,1.00,*****,*****,0.00,満額,,
20251224,20251226,2433,博報堂ＤＹＨＤ,東証,決算,20260331,1168.50,0,2.40,*****,*****,0.05,満額,,
20251224,20251226,2438,アスカネット,東証,決算,20260430,354.00,0,1.00,*****,*****,*****,満額,,
20251224,20251226,2440,ぐるなび,東証,決算,20251231,169.00,104200,2.00,0.00,3,0.00,,,F
20251224,20251226,2461,ファンコミュニ,東証,決算,20251231,530.00,53000,2.40,0.15,3,0.05,,,F
20251224,20251226,2475,ＷＤＢＨＤ,東証,決算,20260331,1605.00,0,3.40,*****,*****,*****,満額,,
20251224,20251226,2477,手間いらず,東証,決算,20251231,3090.00,0,12.40,*****,*****,*****,満額,,
20251224,20251226,2484,出前館,東証,決算,20260228,134.00,0,1.00,*****,*****,*****,満額,,
20251224,20251226,2491,バリューコマース,東証,決算,20251231,687.00,13200,2.80,0.00,3,0.05,,,F
20251224,20251226,2497,ユナイテッド,東証,決算,20251231,492.00,95400,2.00,0.00,3,0.00,,,F
20251224,20251226,2501,サッポロＨＤ,東証,臨時,20251231,8092.00,42500,32.40,0.90,3,0.00,,,E
20251224,20251226,2510,ＮＦ国内債券,東証,決算,20260307,842.90,50,6.00,0.00,3,*****,,,F
20251224,20251226,2514,ＮＦ外株ヘッジ有,東証,決算,20260307,1874.00,0,60.00,*****,*****,*****,満額,,
20251224,20251226,2515,ＮＦ外ＲＥＩＴヘ無,東証,決算,20260307,1468.00,423,60.00,0.00,3,0.00,,,F
20251224,20251226,2516,東証グロース２５０,東証,決算,20260708,520.70,225490,6.00,0.00,3,0.00,,,E
20251224,20251226,2518,ＮＦ日本株女性活躍,東証,決算,20260420,1944.00,0,60.00,*****,*****,*****,満額,,
20251224,20251226,2520,ＮＦ新興国株式ヘ無,東証,決算,20260307,1891.00,0,60.00,*****,*****,*****,満額,,
20251224,20251226,2521,上場米国ヘッジあり,東証,決算,20260120,2004.00,0,60.00,*****,*****,*****,満額,,
