"申込日","決済日","銘柄コード","銘柄名","取引所区分名","上場区分","速報／確報","融資新規株数","融資返済株数","融資残高株数","貸株新規株数","貸株返済株数","貸株残高株数","差引残高株数","融資新規金額","融資返済金額","融資残高金額","貸株新規金額","貸株返済金額","貸株残高金額","差引残高金額","制度信用・買残高株数","制度信用・売残高株数","融資権利落額","貸株権利落額","合計・更新差金融資値上り","合計・更新差金融資値下り","合計・更新差金貸株値下り","合計・更新差金貸株値上り","総合回転日数","融資・新規回転日数","融資・返済回転日数","融資・残高回転日数","貸株・新規回転日数","貸株・返済回転日数","貸株・残高回転日数"
"2026/01/27","2026/01/29","1301","極洋","東証およびＰＴＳ",,"確報",3300,100,6300,200,0,1000,5300,16764000,508000,32004000,1016000,0,5080000,26924000,,,0,0,186000,0,0,48000,6.2,5.4,6.7,5.9,6.3,9.5,7.6
"2026/01/27","2026/01/29","1305","ｉＦＴＰＸ年１","東証およびＰＴＳ",,"確報",1750,50,13980,0,450,8950,5030,6615000,189000,52844400,0,1701000,33831000,19013400,,,0,0,171920,0,0,131600,17.5,10.1,31.2,15.3,45.5,14.5,21.9
"2026/01/27","2026/01/29","1306","ＮＦＴＯＰＩＸ","東証およびＰＴＳ",,"確報",12500,30,39600,240,24420,23920,15680,46750000,112200,148104000,897600,91330800,89460800,58643200,,,0,0,298430,0,0,529100,4,3.1,6.9,4.3,5.5,3,3.9
"2026/01/27","2026/01/29","1308","上場ＴＯＰＩＸ","東証およびＰＴＳ",,"確報",3405,0,15529,3846,441,15529,0,12571260,0,57333068,14199432,1628172,57333068,0,,,0,0,109116,0,0,109116,7.4,5.2,11.2,7.1,11.9,5.6,7.6
"2026/01/27","2026/01/29","1309","ＮＦ中国株上証５０","東証およびＰＴＳ",,"確報",0,0,32,0,0,0,32,0,0,1742400,0,0,0,1742400,,,0,0,12800,0,0,0,10,5,0,10,0,0,0
"2026/01/27","2026/01/29","130A","ＶＩＳ","東証およびＰＴＳ",,"確報",4600,0,24200,0,0,0,24200,2277000,0,11979000,0,0,0,11979000,,,0,0,313600,0,0,0,12.9,8.7,24.7,12.9,0,0,0
"2026/01/27","2026/01/29","1311","ＮＦＴＰＸ３０","東証およびＰＴＳ",,"確報",390,0,4035,0,0,50,3985,725400,0,7505100,0,0,93000,7412100,,,0,0,7290,0,0,100,12.4,8.4,54.7,14.6,0,0.5,1
"2026/01/27","2026/01/29","1319","ＮＦ日経３００","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026/01/27","2026/01/29","1320","ｉＦ２２５年１","東証およびＰＴＳ",,"確報",0,0,1556,278,460,10896,-9340,0,0,85782280,15326140,25359800,600696480,-514914200,,,0,0,653520,0,0,4652760,12.6,6.4,6.4,6.4,22.2,13,16.4
"2026/01/27","2026/01/29","1321","ＮＦ日経２２５","東証およびＰＴＳ",,"確報",168,48,8617,10264,3087,57984,-49367,9297120,2656320,476864780,568009760,170834580,3208834560,-2731969780,,,0,0,3058920,0,0,18290520,10,12.4,8.1,9.8,10.2,9.8,10
"2026/01/27","2026/01/29","1322","上場パンタ","東証およびＰＴＳ",,"確報",0,0,532,0,0,0,532,0,0,5942440,0,0,0,5942440,,,0,0,10640,0,0,0,6,3.1,72.8,6,0,0,0
"2026/01/27","2026/01/29","1325","ＮＦブラジル株","東証およびＰＴＳ",,"確報",0,11030,14430,0,0,1700,12730,0,3207524,4196244,0,0,494360,3701884,,,0,0,0,2546,170,0,5.9,4.3,9.1,5.9,4,22,6.7
"2026/01/27","2026/01/29","1326","ＳＰＤＲゴール","東証およびＰＴＳ",,"確報",178,0,574,0,0,0,574,12867620,0,41494460,0,0,0,41494460,,,0,0,102960,0,0,0,13.2,7.3,68.6,13.2,0,0,0
"2026/01/27","2026/01/29","1328","ＮＦ金価格","東証およびＰＴＳ",,"確報",254,21445,19676,0,0,0,19676,4745990,400699825,367646060,0,0,0,367646060,,,0,0,2247685,0,0,0,3.4,3,4.1,3.4,0,0.7,1.5
"2026/01/27","2026/01/29","1329","ｉＳ２２５","東証およびＰＴＳ",,"確報",645,1991,26574,0,0,0,26574,3576525,11040095,147352830,0,0,0,147352830,,,0,0,1005120,0,0,0,16.5,10.3,42.2,16.5,35,1,1.9
"2026/01/27","2026/01/29","1330","上場２２５","東証およびＰＴＳ",,"確報",60,18,1690,685,382,5198,-3508,3326400,997920,93693600,37976400,21178080,288177120,-194483520,,,0,0,659200,0,0,1958000,7.5,9.7,7.9,8.7,8.2,6.4,7.2
"2026/01/27","2026/01/29","1332","ニッスイ","東証およびＰＴＳ",,"確報",3200,3300,28600,22300,9200,28600,0,4171200,4301550,37280100,29068050,11992200,37280100,0,,,0,0,1592850,0,0,860250,3.8,18.7,6.8,10,1.2,1.9,1.5
"2026/01/27","2026/01/29","1333","マルハニチロ","東証およびＰＴＳ",,"確報",2400,0,18900,0,0,300,18600,3363600,0,26488350,0,0,420450,26067900,,,0,0,189750,0,0,3450,14.8,34,13.2,19,1.2,1.3,1.2
"2026/01/27","2026/01/29","133A","ＧＸ超短期米国債","東証およびＰＴＳ",,"確報",0,20,23309,0,0,0,23309,0,20880,24334596,0,0,0,24334596,,,0,0,23329,0,0,0,9.9,5,970,9.9,101,1,2
"2026/01/27","2026/01/29","1343","ＮＦＪ－ＲＥＩＴ","東証およびＰＴＳ",,"確報",37910,0,211480,100,0,33680,177800,81127400,0,452567200,214000,0,72075200,380492000,,,0,0,0,1822485,352590,0,12.3,7.3,25.8,11.4,83.9,12.4,21.6
"2026/01/27","2026/01/29","1345","上場Ｊリート","東証およびＰＴＳ",,"確報",3800,0,7800,0,0,0,7800,7634200,0,15670200,0,0,0,15670200,,,0,0,0,20000,0,0,4.6,2.9,11.9,4.6,0,0,0
"2026/01/27","2026/01/29","1346","ＭＸＳ２２５","東証およびＰＴＳ",,"確報",0,25,1605,69,81,2673,-1068,0,1375250,88291050,3795690,4455810,147041730,-58750680,,,0,0,586800,0,0,966600,21.7,142.2,306.3,194.3,12,18.5,14.6
"2026/01/27","2026/01/29","1348","ＭＸＳトピクス","東証およびＰＴＳ",,"確報",0,599,5086,470,55,3496,1590,0,2214503,18802942,1737590,203335,12924712,5878230,,,0,0,62535,0,0,33891,5.6,10.4,7.2,8.5,4.5,3.1,3.7
"2026/01/27","2026/01/29","1349","アジア債券","東証およびＰＴＳ",,"確報",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026/01/27","2026/01/29","1356","ＴＰダブルインバース","東証およびＰＴＳ",,"確報",540,24860,270260,400,4300,56080,214180,83970,3865730,42025430,62200,668650,8720440,33304990,,,0,0,0,382954,77974,0,8.9,7.7,12.9,9.7,2.8,19.7,4.9
"2026/01/27","2026/01/29","1357","ＮＦ日経ダブインバ","東証およびＰＴＳ",,"確報",10183,55093,858320,5548,9782,307844,550476,52493365,284004415,4424639600,28599940,50426210,1586935820,2837703780,,,0,0,0,72258400,24966240,0,9.9,7.6,9.2,8.3,125.2,15.5,27.7
"2026/01/27","2026/01/29","1358","上場日経２倍","東証およびＰＴＳ",,"確報",0,1015,239,392,216,1917,-1678,0,92405600,21758560,35687680,19664640,174523680,-152765120,,,0,0,1730520,0,0,2402580,4.3,2.3,2,2.1,9.6,9,9.3
